LSOA_code,all,G1,G2,G3,G4
E01001841,1038,454,194,223,167
E01001842,1136,460,235,284,157
E01001843,890,418,161,190,121
E01001844,1369,712,245,265,147
E01001845,1185,356,233,357,239
E01001846,938,297,193,261,187
E01001847,1037,442,219,257,119
E01001848,1417,492,270,354,301
E01001849,1901,914,378,400,209
E01001850,1201,331,219,414,237
E01001851,1085,694,190,129,72
E01001852,1360,832,248,189,91
E01001853,1160,674,220,176,90
E01001854,1403,745,299,263,96
E01001855,1342,786,252,205,99
E01001856,1239,605,236,244,154
E01001857,1188,407,206,391,184
E01001858,1238,566,255,275,142
E01001859,1941,978,386,387,190
E01001860,1292,492,273,360,167
E01001861,1060,441,218,250,151
E01001862,1388,644,264,332,148
E01001863,1080,582,222,195,81
E01001864,1163,569,235,243,116
E01001865,1198,702,222,185,89
E01001866,1123,612,205,192,114
E01001867,856,449,137,150,120
E01001868,982,270,203,356,153
E01001869,1005,623,201,119,62
E01001870,1295,710,240,238,107
E01001871,1159,682,194,172,111
E01001872,1120,661,213,152,94
E01001873,1144,549,240,240,115
E01001875,1301,352,256,453,240
E01001876,1866,649,340,536,341
E01001877,1050,378,254,294,124
E01001878,1160,303,276,394,187
E01001879,1140,517,227,269,127
E01001880,1200,625,236,247,92
E01001881,1458,925,239,199,95
E01001882,1282,838,220,146,78
E01001883,1444,835,225,245,139
E01001884,1416,660,245,344,167
E01001885,907,223,193,336,155
E01001886,1147,494,235,278,140
E01001887,1089,454,220,274,141
E01001888,1138,695,220,169,54
E01001889,1047,667,175,147,58
E01001890,1268,751,198,223,96
E01001891,1913,1188,356,247,122
E01001892,965,426,183,243,113
E01001893,1097,444,204,294,155
E01001894,1108,552,195,223,138
E01001895,1105,602,214,171,118
E01001896,1138,575,232,208,123
E01001897,985,555,207,147,76
E01001898,1510,924,249,240,97
E01001899,1237,515,226,318,178
E01001900,1239,479,216,355,189
E01001901,1227,827,198,132,70
E01001902,1322,735,261,245,81
E01001903,1076,528,203,229,116
E01001904,1237,835,222,121,59
E01001905,1227,784,245,122,76
E01001906,1122,758,185,120,59
E01001907,946,625,176,100,45
E01001908,1135,689,196,180,70
E01001909,1383,697,280,274,132
E01001910,1093,652,205,177,59
E01001911,1207,366,233,383,225
E01001912,986,249,223,326,188
E01001913,1109,806,164,99,40
E01001914,1216,645,225,247,99
E01001915,1095,693,217,121,64
E01001916,1004,646,228,82,48
E01001917,1123,610,222,177,114
E01001918,1115,636,249,150,80
E01001919,1151,648,301,136,66
E01001920,1176,511,255,274,136
E01001921,1120,670,208,140,102
E01001922,1173,734,242,107,90
E01001923,1171,696,224,150,101
E01001924,1142,779,199,102,62
E01001925,1110,687,238,124,61
E01001926,1054,708,218,75,53
E01001927,997,635,218,89,55
E01001928,1184,689,218,182,95
E01001929,991,659,191,84,57
E01001930,1367,714,262,191,200
E01001931,1029,608,192,143,86
E01001932,1240,702,232,207,99
E01001933,1228,673,239,170,146
E01001934,1409,619,334,289,167
E01001935,1597,919,315,223,140
E01001937,1348,825,268,163,92
E01001938,1125,501,234,285,105
E01001940,1202,498,246,290,168
E01001941,1285,652,222,300,111
E01001942,1486,725,300,327,134
E01001943,1708,761,340,423,184
E01001944,1184,322,286,350,226
E01001945,1292,660,269,251,112
E01001946,1442,709,308,291,134
E01001947,1008,282,213,348,165
E01001948,1428,886,265,174,103
E01001949,1104,759,199,83,63
E01001950,1060,746,188,80,46
E01001951,1171,693,213,191,74
E01001952,1322,766,277,217,62
E01001953,1138,582,221,208,127
E01001954,1115,467,227,271,150
E01001955,1507,505,299,445,258
E01001956,1147,445,291,272,139
E01001957,1057,240,235,369,213
E01001958,1170,261,254,444,211
E01001959,1243,378,308,340,217
E01001960,1387,725,273,271,118
E01001961,994,246,216,362,170
E01001962,1239,669,278,178,114
E01001963,1276,835,264,114,63
E01001964,1158,645,248,189,76
E01001965,1147,753,222,121,51
E01001966,1041,670,240,80,51
E01001967,1134,754,235,80,65
E01001968,1207,727,258,176,46
E01001969,1545,499,408,400,238
E01001970,1447,494,353,379,221
E01001971,1397,355,333,469,240
E01001972,1296,481,299,343,173
E01001973,1826,791,468,390,177
E01001974,1728,714,481,390,143
E01001975,1393,531,361,357,144
E01001976,1395,377,304,496,218
E01001977,1107,302,302,346,157
E01001978,1433,282,364,532,255
E01001979,1676,454,384,546,292
E01001980,1346,461,319,386,180
E01001981,1384,367,417,446,154
E01001982,1334,444,312,422,156
E01001983,1256,457,277,368,154
E01001984,1440,819,300,229,92
E01001985,1231,870,212,89,60
E01001986,1213,751,222,164,76
E01001987,1322,963,193,102,64
E01001988,1310,816,244,175,75
E01001989,1339,889,247,131,72
E01001990,1567,963,283,241,80
E01001991,1224,687,261,153,123
E01001992,1281,868,211,111,91
E01001993,1172,812,222,92,46
E01001994,1399,767,337,179,116
E01001995,1854,790,414,442,208
E01001996,1095,638,253,130,74
E01001997,1236,718,286,168,64
E01001998,1565,779,313,331,142
E01001999,1900,778,381,512,229
E01002000,1388,703,289,289,107
E01002001,1315,707,306,213,89
E01002002,1416,640,304,312,160
E01002003,1979,660,414,620,285
E01002004,1453,692,313,323,125
E01002005,1225,817,229,131,48
E01002006,1233,834,219,113,67
E01002007,1162,780,226,95,61
E01002008,966,627,192,84,63
E01002009,1125,775,220,81,49
E01002010,1209,716,226,168,99
E01002011,1369,850,216,200,103
E01002013,1023,664,180,120,59
E01002014,1409,761,265,261,122
E01002015,1122,497,235,249,141
E01002016,1500,810,282,288,120
E01002017,1215,695,246,167,107
E01002018,1051,573,203,169,106
E01002019,1051,732,185,87,47
E01002020,1221,714,239,182,86
E01002021,1096,693,232,113,58
E01002022,1679,961,396,206,116
E01002023,1068,680,226,100,62
E01002024,993,587,214,118,74
E01002025,1125,753,237,87,48
E01002026,1330,281,284,473,292
E01002027,1146,349,253,376,168
E01002028,1296,438,283,405,170
E01002029,1572,445,313,549,265
E01002030,1237,470,300,325,142
E01002031,1504,539,319,447,199
E01002032,1426,372,374,428,252
E01002033,1397,372,348,444,233
E01002034,1596,349,369,561,317
E01002036,1241,227,286,461,267
E01002037,1228,203,276,471,278
E01002038,1254,237,275,473,269
E01002039,1120,183,203,452,282
E01002040,1628,341,442,571,274
E01002041,1343,337,292,472,242
E01002042,1250,512,243,325,170
E01002043,1345,461,357,376,151
E01002044,1427,499,271,464,193
E01002045,1488,407,335,502,244
E01002046,1247,359,262,439,187
E01002047,1319,595,255,378,91
E01002048,1557,534,311,494,218
E01002049,1409,394,312,445,258
E01002050,1036,308,334,261,133
E01002051,1249,298,334,428,189
E01002052,1157,360,364,288,145
E01002053,1380,363,299,478,240
E01002054,1124,241,248,421,214
E01002055,1026,309,340,271,106
E01002056,2247,838,467,644,298
E01002057,1426,590,311,381,144
E01002058,1244,492,276,345,131
E01002059,1223,677,208,205,133
E01002060,1345,866,250,151,78
E01002061,1307,861,232,144,70
E01002062,1404,872,269,181,82
E01002063,1213,679,224,199,111
E01002064,1175,571,197,276,131
E01002065,1296,682,223,243,148
E01002066,1873,438,322,742,371
E01002067,1382,383,344,416,239
E01002068,1679,506,417,556,200
E01002069,1626,452,326,600,248
E01002070,2005,885,429,470,221
E01002071,1287,346,301,432,208
E01002072,1333,367,320,409,237
E01002073,1232,345,285,405,197
E01002074,1493,342,360,502,289
E01002075,1386,295,341,531,219
E01002076,1324,321,351,444,208
E01002077,1630,391,438,556,245
E01002078,1977,752,417,568,240
E01002079,1258,313,359,395,191
E01002081,1431,326,294,509,302
E01002082,1066,184,240,374,268
E01002083,1121,419,280,310,112
E01002084,1318,487,288,394,149
E01002085,1578,560,341,471,206
E01002086,1202,557,257,253,135
E01002087,1522,505,361,435,221
E01002088,1374,502,292,428,152
E01002089,908,157,175,365,211
E01002090,1296,363,331,376,226
E01002091,1338,263,319,465,291
E01002092,1075,232,228,409,206
E01002093,1330,255,285,493,297
E01002094,1062,256,278,349,179
E01002095,1148,268,243,421,216
E01002096,1223,287,282,426,228
E01002097,1109,318,245,369,177
E01002098,1169,572,241,242,114
E01002099,1442,323,355,450,314
E01002100,1297,319,351,403,224
E01002101,1473,561,366,390,156
E01002102,1380,457,341,386,196
E01002103,1424,427,369,420,208
E01002104,1152,292,311,371,178
E01002105,1673,479,467,536,191
E01002106,1502,551,489,317,145
E01002107,1306,582,403,210,111
E01002108,1335,553,411,231,140
E01002109,1364,736,352,179,97
E01002110,1243,531,412,186,114
E01002111,1614,551,564,314,185
E01002112,1497,755,430,182,130
E01002113,1204,574,322,206,102
E01002114,1717,650,508,308,251
E01002115,1137,484,339,197,117
E01002116,1242,570,396,170,106
E01002118,1400,434,430,329,207
E01002119,1739,576,513,434,216
E01002120,946,272,266,246,162
E01002121,1342,385,430,347,180
E01002122,1346,369,499,327,151
E01002123,1241,346,425,325,145
E01002124,1280,310,481,332,157
E01002125,1407,315,571,354,167
E01002127,1414,608,388,265,153
E01002128,1578,601,411,362,204
E01002129,2043,1023,457,334,229
E01002130,1974,636,490,546,302
E01002131,1261,381,356,344,180
E01002132,1508,745,368,241,154
E01002133,1450,400,363,413,274
E01002134,1138,568,280,136,154
E01002135,1498,508,428,349,213
E01002136,1493,587,411,358,137
E01002137,823,547,146,80,50
E01002138,1138,404,296,306,132
E01002139,1065,271,265,349,180
E01002140,1297,410,395,331,161
E01002141,1347,520,407,248,172
E01002142,1388,547,417,298,126
E01002143,1137,360,347,263,167
E01002144,1247,578,350,191,128
E01002145,1305,502,357,259,187
E01002146,1115,603,309,124,79
E01002147,1103,571,316,117,99
E01002148,1119,504,303,208,104
E01002149,1052,604,282,111,55
E01002150,1613,654,445,290,224
E01002151,1115,305,262,369,179
E01002152,1253,671,345,156,81
E01002153,1420,685,426,200,109
E01002155,1282,704,299,171,108
E01002156,1204,634,330,152,88
E01002157,1285,560,381,223,121
E01002158,1086,574,287,161,64
E01002159,1441,636,369,300,136
E01002160,1778,725,466,391,196
E01002161,1510,572,431,319,188
E01002162,1358,502,357,354,145
E01002163,1245,601,337,203,104
E01002164,1403,665,377,251,110
E01002165,1329,321,474,361,173
E01002166,1285,361,404,368,152
E01002167,1195,309,400,331,155
E01002168,1099,266,337,316,180
E01002169,1258,327,415,325,191
E01002170,1019,285,356,237,141
E01002171,1250,325,444,309,172
E01002172,1158,387,349,289,133
E01002173,1520,533,492,323,172
E01002174,1237,432,383,271,151
E01002175,1081,374,336,235,136
E01002176,1301,482,405,257,157
E01002177,1122,390,346,258,128
E01002178,1271,499,354,277,141
E01002179,1851,592,481,522,256
E01002181,1701,751,429,346,175
E01002182,1518,583,402,350,183
E01002183,1544,419,403,438,284
E01002184,1374,369,418,414,173
E01002185,1326,445,301,366,214
E01002186,1407,617,346,255,189
E01002187,1463,747,340,211,165
E01002188,1252,764,320,100,68
E01002189,1342,749,342,170,81
E01002190,1338,730,367,147,94
E01002191,1445,775,352,212,106
E01002192,1284,732,294,161,97
E01002193,1433,758,315,207,153
E01002194,1322,803,317,130,72
E01002195,1228,624,343,177,84
E01002196,1327,762,322,158,85
E01002197,1064,375,332,221,136
E01002198,1369,325,519,376,149
E01002199,1149,376,386,257,130
E01002200,1547,364,559,418,206
E01002201,1325,455,432,289,149
E01002202,1480,284,567,388,241
E01002203,1303,397,449,310,147
E01002204,1308,413,382,327,186
E01002206,1009,369,285,244,111
E01002207,1259,461,366,307,125
E01002208,1055,584,237,159,75
E01002209,1389,630,331,289,139
E01002210,1145,490,308,219,128
E01002211,1084,333,274,309,168
E01002212,1289,387,324,375,203
E01002214,1337,382,363,379,213
E01002215,1223,306,305,403,209
E01002216,1191,474,304,256,157
E01002217,1533,548,298,443,244
E01002218,1350,466,374,342,168
E01002219,1360,333,305,479,243
E01002220,1176,413,309,304,150
E01002221,1202,368,322,346,166
E01002222,1160,419,292,302,147
E01002223,1339,442,364,363,170
E01002224,1128,295,293,363,177
E01002225,1458,697,462,162,137
E01002226,2027,882,588,328,229
E01002227,1505,366,420,407,312
E01002228,1645,740,448,266,191
E01002229,1399,507,430,270,192
E01002230,1393,628,406,212,147
E01002231,1417,493,389,354,181
E01002232,1560,444,442,401,273
E01002233,1697,502,453,460,282
E01002234,1307,437,381,353,136
E01002235,1334,313,350,393,278
E01002236,1572,460,441,453,218
E01002237,1649,594,539,340,176
E01002238,1367,596,367,276,128
E01002239,1491,717,395,245,134
E01002240,1408,550,328,368,162
E01002241,1370,499,365,309,197
E01002242,1398,650,382,230,136
E01002243,1426,482,368,399,177
E01002244,1323,496,384,340,103
E01002245,1231,414,354,337,126
E01002246,1449,409,413,419,208
E01002247,1651,554,453,488,156
E01002248,1183,355,320,338,170
E01002250,1325,397,411,385,132
E01002251,1125,292,307,395,131
E01002252,1245,471,406,297,71
E01002253,1243,584,396,206,57
E01002254,1284,591,396,237,60
E01002255,1176,522,369,228,57
E01002256,1194,457,383,292,62
E01002257,1320,694,377,185,64
E01002258,1347,485,365,398,99
E01002259,1178,450,360,276,92
E01002260,1351,502,373,345,131
E01002261,1306,428,396,363,119
E01002262,1365,458,385,419,103
E01002263,1242,461,346,339,96
E01002264,1183,287,300,452,144
E01002265,1197,422,369,332,74
E01002266,1178,340,330,379,129
E01002267,1369,372,374,456,167
E01002268,1107,425,322,257,103
E01002269,1394,492,441,367,94
E01002270,1377,612,425,197,143
E01002271,1260,563,406,162,129
E01002272,1068,437,339,220,72
E01002273,1075,450,312,203,110
E01002274,1327,541,415,287,84
E01002275,1073,434,349,190,100
E01002276,1545,413,472,466,194
E01002277,1198,341,325,415,117
E01002278,1196,285,306,461,144
E01002279,1260,314,380,439,127
E01002280,1215,254,309,479,173
E01002281,1616,522,383,529,182
E01002282,1224,286,304,463,171
E01002283,1210,321,345,417,127
E01002284,1417,391,408,478,140
E01002285,1110,409,346,263,92
E01002286,1292,476,409,337,70
E01002287,1239,446,353,362,78
E01002288,1261,511,370,304,76
E01002289,1303,514,390,317,82
E01002290,1218,448,347,340,83
E01002291,1296,449,415,350,82
E01002292,1266,407,355,385,119
E01002294,1217,504,358,288,67
E01002295,1487,585,405,358,139
E01002296,1367,493,427,313,134
E01002297,1174,288,326,426,134
E01002298,1229,450,371,312,96
E01002299,1327,389,382,424,132
E01002300,1606,660,448,393,105
E01002301,1294,422,408,365,99
E01002302,1280,433,368,372,107
E01002303,1573,415,404,556,198
E01002304,1240,380,419,308,133
E01002305,1244,381,379,368,116
E01002306,1245,261,345,479,160
E01002307,1334,425,368,434,107
E01002308,1346,335,389,458,164
E01002309,1239,321,346,446,126
E01002310,1403,324,355,479,245
E01002311,1316,343,406,430,137
E01002312,1283,359,365,431,128
E01002313,1618,468,428,527,195
E01002314,1245,280,319,510,136
E01002315,1227,299,374,439,115
E01002316,1333,265,310,535,223
E01002317,1234,520,385,266,63
E01002318,1306,498,407,333,68
E01002319,1364,478,374,376,136
E01002320,1157,445,362,298,52
E01002321,1413,526,485,297,105
E01002322,1468,560,448,377,83
E01002323,1316,511,402,325,78
E01002324,1235,363,370,369,133
E01002325,1513,365,455,519,174
E01002326,1245,341,374,410,120
E01002327,1211,382,379,341,109
E01002328,1317,473,417,340,87
E01002329,1293,441,372,391,89
E01002330,1312,374,407,398,133
E01002331,1231,375,366,395,95
E01002332,1342,424,399,418,101
E01002333,1090,361,360,291,78
E01002334,1373,556,437,264,116
E01002335,1123,330,350,356,87
E01002336,1282,417,420,352,93
E01002337,1100,492,348,179,81
E01002338,1044,345,308,282,109
E01002339,1284,531,426,250,77
E01002340,1089,428,332,257,72
E01002341,1121,409,376,272,64
E01002342,1206,272,351,430,153
E01002343,1391,440,404,427,120
E01002344,1445,426,391,468,160
E01002345,1333,351,361,476,145
E01002346,1125,307,318,385,115
E01002347,1139,343,330,357,109
E01002348,1262,360,429,386,87
E01002349,1233,363,372,370,128
E01002350,1250,379,349,343,179
E01002351,1322,487,391,348,96
E01002352,1454,559,377,368,150
E01002353,1599,605,455,383,156
E01002354,1094,512,324,206,52
E01002355,1150,512,337,256,45
E01002356,1502,488,418,443,153
E01002358,1563,561,450,414,138
E01002359,1055,437,301,246,71
E01002360,1231,408,384,330,109
E01002361,1516,483,434,470,129
E01002362,1200,503,386,245,66
E01002363,1149,356,342,349,102
E01002364,1131,439,349,276,67
E01002365,1036,309,312,322,93
E01002366,1167,401,332,332,102
E01002367,1374,579,405,292,98
E01002368,1713,501,417,589,206
E01002369,1479,459,428,429,163
E01002370,1705,471,501,565,168
E01002371,1266,383,364,387,132
E01002372,1263,378,387,400,98
E01002373,1250,376,389,382,103
E01002374,1278,357,383,429,109
E01002375,1380,308,419,499,154
E01002376,1138,554,364,163,57
E01002377,1369,556,390,317,106
E01002378,1265,502,396,302,65
E01002379,1232,545,388,227,72
E01002380,1751,701,460,426,164
E01002381,1203,451,385,274,93
E01002382,1387,636,375,272,104
E01002383,1258,514,371,287,86
E01002384,1264,591,352,251,70
E01002385,1284,552,389,239,104
E01002386,1611,695,463,343,110
E01002387,1241,611,378,190,62
E01002388,1298,638,402,215,43
E01002389,1302,601,399,245,57
E01002390,1140,537,376,178,49
E01002391,1356,543,440,292,81
E01002392,1141,261,264,427,189
E01002393,1482,362,340,533,247
E01002394,1189,263,302,434,190
E01002395,992,245,238,358,151
E01002396,1297,354,291,409,243
E01002397,1269,290,264,462,253
E01002398,1298,320,297,466,215
E01002399,1208,317,293,420,178
E01002400,1449,372,400,468,209
E01002401,1565,419,369,520,257
E01002402,1184,266,264,449,205
E01002403,1615,403,384,530,298
E01002404,1346,321,278,500,247
E01002405,1360,292,353,504,211
E01002408,1174,319,300,355,200
E01002409,1411,411,373,430,197
E01002410,1366,441,376,406,143
E01002411,1361,424,349,449,139
E01002412,1699,714,423,398,164
E01002413,1131,286,297,391,157
E01002414,976,380,252,228,116
E01002415,1287,600,345,268,74
E01002416,1275,550,364,275,86
E01002417,1405,685,392,244,84
E01002418,1362,602,365,293,102
E01002419,1270,628,311,257,74
E01002420,1222,538,320,268,96
E01002421,1292,567,351,285,89
E01002422,1111,283,314,371,143
E01002423,1331,410,347,425,149
E01002424,1181,339,344,368,130
E01002425,1163,303,308,361,191
E01002426,1343,301,336,486,220
E01002427,1187,337,295,410,145
E01002428,1130,325,346,346,113
E01002429,1086,285,271,376,154
E01002430,1099,625,291,144,39
E01002431,1016,535,271,160,50
E01002432,1166,537,324,210,95
E01002433,1854,918,424,348,164
E01002434,1068,543,310,152,63
E01002435,1173,641,297,162,73
E01002436,1271,585,336,259,91
E01002437,1155,623,324,121,87
E01002438,1131,519,309,230,73
E01002439,1189,435,319,319,116
E01002440,1224,413,338,366,107
E01002441,1267,494,362,296,115
E01002442,1250,401,344,398,107
E01002443,1537,373,345,644,175
E01002444,1483,345,355,588,195
E01002445,1157,268,268,479,142
E01002446,1428,359,400,521,148
E01002447,1539,318,392,645,184
E01002448,1532,308,349,655,220
E01002449,1548,295,346,706,201
E01002450,1073,410,301,295,67
E01002451,1096,453,273,294,76
E01002452,1137,433,329,265,110
E01002453,1283,479,342,349,113
E01002454,1328,413,332,400,183
E01002455,1379,409,345,425,200
E01002456,1253,459,321,338,135
E01002457,1133,343,303,335,152
E01002458,1115,581,327,157,50
E01002459,1290,676,332,220,62
E01002460,1130,553,306,208,63
E01002461,1189,586,353,157,93
E01002462,1085,574,284,169,58
E01002463,1162,584,309,202,67
E01002464,1217,601,340,213,63
E01002465,1255,501,322,331,101
E01002466,1288,552,360,303,73
E01002467,1204,533,292,305,74
E01002468,1308,573,356,304,75
E01002469,1303,571,374,278,80
E01002470,1419,591,362,338,128
E01002471,1242,629,289,264,60
E01002472,1296,630,340,220,106
E01002473,1346,739,339,144,124
E01002474,1301,634,359,213,95
E01002475,1273,581,334,232,126
E01002476,1257,757,301,122,77
E01002477,1053,586,223,130,114
E01002478,1225,626,306,200,93
E01002479,1371,579,352,314,126
E01002480,1409,743,382,193,91
E01002481,1250,459,354,302,135
E01002482,1268,750,311,114,93
E01002483,1451,600,432,298,121
E01002484,1068,413,290,265,100
E01002485,1476,564,425,342,145
E01002486,1527,361,350,556,260
E01002487,1353,308,316,489,240
E01002488,1241,306,283,453,199
E01002489,1385,279,353,542,211
E01002490,1513,339,365,574,235
E01002491,1182,263,252,461,206
E01002492,1209,288,282,458,181
E01002493,1244,230,281,458,275
E01002494,1291,493,346,318,134
E01002495,1405,581,359,336,129
E01002496,1455,537,418,387,113
E01002497,1842,736,465,475,166
E01002498,1090,475,294,241,80
E01002499,1595,609,460,378,148
E01002501,1233,330,288,416,199
E01002502,1210,251,301,430,228
E01002503,1328,272,270,502,284
E01002505,1265,282,277,475,231
E01002506,1419,236,321,575,287
E01002507,1356,321,325,498,212
E01002508,1487,278,316,575,318
E01002509,1145,477,325,262,81
E01002511,1204,403,343,316,142
E01002512,1557,817,414,236,90
E01002513,1137,512,278,231,116
E01002514,1490,732,306,322,130
E01002516,1137,505,323,197,112
E01002518,931,355,251,241,84
E01002519,1495,511,375,449,160
E01002520,1377,519,341,364,153
E01002521,1506,538,351,392,225
E01002523,1097,440,265,275,117
E01002525,1371,503,370,329,169
E01002526,2111,764,444,639,264
E01002527,1180,408,249,371,152
E01002528,1330,304,339,483,204
E01002529,1737,604,437,510,186
E01002530,1230,246,295,502,187
E01002531,1334,459,361,343,171
E01002533,1095,453,294,272,76
E01002534,1156,534,311,232,79
E01002535,1726,844,469,276,137
E01002536,999,498,235,213,53
E01002537,1855,994,424,316,121
E01002538,1337,548,370,320,99
E01002539,1335,628,345,248,114
E01002540,1236,302,306,407,221
E01002541,1490,485,394,452,159
E01002542,1324,233,310,500,281
E01002543,1281,290,287,480,224
E01002544,1226,360,342,357,167
E01002545,988,189,224,367,208
E01002546,1183,233,266,471,213
E01002547,1170,257,264,429,220
E01002548,1367,331,334,476,226
E01002549,1338,430,349,408,151
E01002550,1327,427,310,433,157
E01002551,1403,392,341,480,190
E01002552,1223,337,313,435,138
E01002553,1269,306,303,466,194
E01002555,1592,434,415,551,192
E01002556,1342,337,344,533,128
E01002557,1494,346,470,510,168
E01002558,1555,381,398,554,222
E01002559,1829,452,435,731,211
E01002560,1475,355,338,570,212
E01002561,1139,281,228,464,166
E01002562,1043,375,247,292,129
E01002563,1425,693,379,248,105
E01002564,1355,476,317,387,175
E01002565,1815,798,448,375,194
E01002567,1440,715,320,297,108
E01002569,1673,1040,332,196,105
E01002570,1287,700,270,177,140
E01002571,1015,649,234,92,40
E01002572,1094,417,246,304,127
E01002573,1165,770,222,127,46
E01002574,1255,790,273,131,61
E01002575,1236,750,261,169,56
E01002576,1238,634,271,224,109
E01002577,1320,740,298,196,86
E01002578,1121,677,230,140,74
E01002579,1300,807,276,132,85
E01002580,1105,560,227,207,111
E01002581,1451,875,297,190,89
E01002582,1216,788,243,125,60
E01002583,1343,331,293,508,211
E01002584,1612,290,347,681,294
E01002585,1362,257,306,582,217
E01002586,1387,270,315,614,188
E01002587,1774,400,415,673,286
E01002588,1357,282,308,521,246
E01002589,1744,383,387,681,293
E01002590,1903,532,441,635,295
E01002591,1394,345,361,523,165
E01002592,1556,355,363,648,190
E01002593,1725,437,412,661,215
E01002594,1697,408,424,631,234
E01002595,1593,370,359,680,184
E01002596,1508,393,361,522,232
E01002598,1396,358,340,546,152
E01002599,1141,289,277,423,152
E01002600,1178,260,286,483,149
E01002601,1327,431,350,410,136
E01002602,1120,369,317,353,81
E01002603,1387,360,364,496,167
E01002604,1098,221,288,408,181
E01002605,1618,379,437,592,210
E01002606,1167,237,261,479,190
E01002607,1757,509,418,653,177
E01002608,1324,323,326,500,175
E01002609,1349,422,388,399,140
E01002610,1227,314,291,449,173
E01002611,1461,404,379,514,164
E01002612,1541,533,365,479,164
E01002613,1376,379,372,472,153
E01002614,1514,484,412,471,147
E01002615,1168,249,253,471,195
E01002616,1196,319,331,441,105
E01002617,1245,433,386,336,90
E01002618,1468,443,370,421,234
E01002619,1550,369,399,523,259
E01002620,1840,531,422,583,304
E01002621,1428,371,367,461,229
E01002622,1381,367,355,465,194
E01002623,1450,331,295,538,286
E01002624,1291,306,254,538,193
E01002625,1275,336,305,411,223
E01002626,1214,327,339,365,183
E01002627,1195,286,281,386,242
E01002628,1546,457,392,437,260
E01002629,1925,642,499,556,228
E01002630,1367,425,339,365,238
E01002631,1315,321,289,433,272
E01002632,1449,403,374,435,237
E01002633,1454,291,301,557,305
E01002634,1141,193,265,445,238
E01002635,1456,387,379,456,234
E01002636,1528,401,386,521,220
E01002637,1321,228,302,507,284
E01002638,1447,266,361,538,282
E01002639,1334,348,383,450,153
E01002640,1620,436,422,561,201
E01002641,1995,612,463,631,289
E01002643,1969,646,469,586,268
E01002645,1624,396,378,632,218
E01002646,1541,314,355,587,285
E01002647,1488,417,359,480,232
E01002649,1445,409,383,474,179
E01002650,1705,437,487,511,270
E01002651,1352,320,340,480,212
E01002652,1440,406,357,451,226
E01002653,1407,477,392,371,167
E01002654,1433,466,432,413,122
E01002655,1389,452,438,347,152
E01002656,1092,425,305,287,75
E01002657,1440,585,394,338,123
E01002658,1038,480,288,208,62
E01002659,1092,449,275,270,98
E01002660,1572,354,348,613,257
E01002661,1750,325,364,794,267
E01002662,1948,628,451,635,234
E01002663,1591,328,379,617,267
E01002665,1258,266,279,484,229
E01002666,1414,366,333,485,230
E01002667,1652,785,379,326,162
E01002668,1666,770,411,362,123
E01002669,1380,418,330,463,169
E01002670,1411,604,354,333,120
E01002671,1323,599,333,272,119
E01002672,1162,406,239,396,121
E01002673,992,168,203,383,238
E01002674,1532,722,390,278,142
E01002675,1849,934,452,344,119
E01002676,1329,579,378,260,112
E01002677,1546,704,352,353,137
E01002678,1538,694,402,307,135
E01002679,1432,572,376,330,154
E01002680,1579,664,456,287,172
E01002681,1748,723,407,428,190
E01002682,1725,747,376,419,183
E01002686,1279,335,318,431,195
E01002687,1290,760,264,184,82
E01002689,1202,633,277,179,113
E01002690,1069,616,234,151,68
E01002691,1211,574,314,226,97
E01002692,1659,947,298,274,140
E01002693,1432,816,294,184,138
E01002694,1195,382,230,349,234
E01002695,1227,671,215,213,128
E01002696,1446,967,204,175,100
E01002697,1408,466,262,422,258
E01002698,1655,1091,241,196,127
E01002699,1226,694,237,190,105
E01002700,1084,776,167,72,69
E01002701,1094,461,217,280,136
E01002702,1665,736,285,388,256
E01002703,1740,885,261,403,191
E01002704,1686,858,309,321,198
E01002706,1432,667,282,315,168
E01002707,1379,716,259,245,159
E01002708,1554,757,288,312,197
E01002709,1223,494,255,289,185
E01002710,1110,456,223,260,171
E01002711,1377,764,221,233,159
E01002712,1020,561,163,202,94
E01002713,2193,685,408,702,398
E01002714,1216,802,193,129,92
E01002715,1134,379,198,346,211
E01002716,1742,703,326,438,275
E01002717,936,533,163,151,89
E01002718,1331,895,217,139,80
E01002719,1169,771,187,136,75
E01002720,1497,562,269,413,253
E01002721,1321,742,235,221,123
E01002722,1120,556,198,224,142
E01002723,1107,506,194,259,148
E01002724,1371,936,196,159,80
E01002725,890,332,177,254,127
E01002726,1250,628,232,217,173
E01002727,1259,780,199,198,82
E01002728,679,314,111,160,94
E01002729,1188,597,258,192,141
E01002730,1367,681,240,303,143
E01002732,1381,478,247,389,267
E01002733,1142,679,189,182,92
E01002734,1603,556,336,442,269
E01002735,2110,1115,350,430,215
E01002736,1048,294,188,294,272
E01002737,1367,454,261,410,242
E01002738,1470,870,235,235,130
E01002739,1421,990,211,135,85
E01002740,1735,1234,231,183,87
E01002741,1124,396,237,294,197
E01002742,1482,858,268,215,141
E01002743,1176,719,178,190,89
E01002744,1114,656,193,182,83
E01002745,1135,706,185,166,78
E01002747,1186,706,189,192,99
E01002748,1208,529,238,278,163
E01002749,1094,590,183,200,121
E01002751,1339,500,238,362,239
E01002752,1272,710,215,214,133
E01002753,1115,482,203,272,158
E01002754,1136,636,208,199,93
E01002755,1015,342,228,288,157
