LSOA_code,all,G1,G2,G3,G4
E01000908,1194,568,238,241,147
E01000909,1211,802,221,115,73
E01000910,1026,703,188,92,43
E01000911,1066,562,210,175,119
E01000912,1228,548,257,261,162
E01000913,1284,871,248,79,86
E01000914,983,553,196,146,88
E01000915,1022,389,217,238,178
E01000916,1388,743,247,242,156
E01000917,1195,405,219,315,256
E01000918,1164,580,217,232,135
E01000919,997,489,188,194,126
E01000920,1255,684,222,213,136
E01000921,1496,882,278,243,93
E01000922,1275,619,219,211,226
E01000923,1153,687,192,172,102
E01000924,1199,751,222,127,99
E01000925,989,338,192,289,170
E01000926,1039,519,203,204,113
E01000927,1176,683,212,165,116
E01000928,1326,762,241,206,117
E01000929,1270,394,275,343,258
E01000930,1561,540,284,413,324
E01000931,1522,547,256,430,289
E01000932,1424,835,238,229,122
E01000933,1368,741,252,225,150
E01000934,1112,378,238,283,213
E01000935,1132,388,232,336,176
E01000937,504,277,95,76,56
E01000938,938,378,165,235,160
E01000939,893,243,173,249,228
E01000941,850,270,169,244,167
E01000942,606,335,96,116,59
E01000943,581,292,114,99,76
E01000944,959,293,191,265,210
E01000946,1098,562,224,166,146
E01000947,1112,558,203,207,144
E01000948,1125,594,222,187,122
E01000949,1136,486,234,258,158
E01000951,957,272,191,280,214
E01000952,1088,344,198,354,192
E01000954,1025,246,214,349,216
E01000955,869,230,172,286,181
E01000956,964,312,188,258,206
E01000957,1030,537,174,186,133
E01000958,1525,645,276,367,237
E01000959,1089,330,243,304,212
E01000960,1396,867,228,177,124
E01000961,1270,553,240,266,211
E01000962,1233,920,183,82,48
E01000963,1359,766,246,132,215
E01000964,1325,785,233,169,138
E01000965,1319,817,197,184,121
E01000966,1239,932,183,74,50
E01000967,1111,658,215,123,115
E01000968,1219,812,187,140,80
E01000969,1468,1038,237,123,70
E01000970,1219,859,176,106,78
E01000971,1010,678,171,104,57
E01000972,1491,651,291,342,207
E01000973,1851,1091,292,268,200
E01000974,1277,618,206,256,197
E01000975,1771,858,434,366,113
E01000976,1550,583,395,418,154
E01000977,1512,508,410,367,227
E01000978,1332,547,322,338,125
E01000979,1374,614,350,311,99
E01000980,1051,433,248,250,120
E01000981,1263,533,309,329,92
E01000982,1219,527,311,284,97
E01000983,1406,611,381,332,82
E01000984,1376,476,329,384,187
E01000985,1120,497,308,220,95
E01000986,1353,703,334,214,102
E01000987,1076,496,301,220,59
E01000989,1320,522,388,311,99
E01000990,1037,248,271,350,168
E01000991,1405,581,444,272,108
E01000992,1380,441,356,409,174
E01000993,1185,513,322,282,68
E01000994,1155,373,338,306,138
E01000995,1200,348,333,351,168
E01000996,1007,376,264,259,108
E01000997,1078,291,301,323,163
E01000998,1079,289,301,349,140
E01000999,964,268,259,307,130
E01001000,981,278,274,290,139
E01001001,998,280,269,313,136
E01001002,1010,288,266,326,130
E01001003,1116,321,291,364,140
E01001004,1518,465,389,474,190
E01001005,1188,322,264,442,160
E01001006,1189,400,296,355,138
E01001007,1365,328,413,443,181
E01001008,1119,242,279,400,198
E01001009,1377,387,337,452,201
E01001010,1179,306,274,405,194
E01001011,1517,344,385,544,244
E01001012,1470,391,335,525,219
E01001013,1492,300,329,554,309
E01001015,1066,464,261,242,99
E01001016,1304,593,353,254,104
E01001017,1262,666,340,197,59
E01001018,1278,576,387,254,61
E01001019,1167,597,317,177,76
E01001020,1227,534,356,259,78
E01001021,964,261,249,349,105
E01001022,1195,522,359,263,51
E01001023,1892,904,461,376,151
E01001024,1030,510,262,195,63
E01001025,1021,471,289,211,50
E01001026,1333,524,345,359,105
E01001027,2023,1156,458,308,101
E01001028,1291,675,365,145,106
E01001029,1337,652,313,207,165
E01001030,1091,573,308,140,70
E01001031,1123,599,318,160,46
E01001032,1172,629,306,144,93
E01001033,1274,566,346,266,96
E01001034,1215,605,305,234,71
E01001035,1450,639,374,296,141
E01001036,1287,725,280,143,139
E01001037,1128,503,267,258,100
E01001038,1484,685,385,324,90
E01001039,1167,679,279,143,66
E01001040,1260,578,320,271,91
E01001041,1237,513,308,299,117
E01001042,1596,599,412,425,160
E01001044,1529,842,324,211,152
E01001046,1393,758,327,193,115
E01001047,1332,583,309,329,111
E01001049,1133,641,288,108,96
E01001050,1302,561,290,310,141
E01001051,1011,205,212,421,173
E01001052,929,175,197,388,169
E01001053,1106,240,290,424,152
E01001054,1202,265,305,458,174
E01001055,1120,214,230,489,187
E01001056,1046,186,247,445,168
E01001057,1023,218,201,446,158
E01001058,1003,410,298,242,53
E01001059,1070,396,332,282,60
E01001060,1182,435,328,337,82
E01001061,1240,423,322,385,110
E01001062,1204,523,346,179,156
E01001063,1192,527,343,254,68
E01001064,1277,629,369,190,89
E01001065,1095,446,313,270,66
E01001066,1000,216,282,358,144
E01001067,1251,694,325,162,70
E01001068,1392,693,346,284,69
E01001069,1047,535,298,166,48
E01001070,1287,571,376,241,99
E01001071,1437,640,414,303,80
E01001072,1204,667,310,164,63
E01001073,1097,540,250,218,89
E01001074,1424,638,378,285,123
E01001075,1222,618,288,236,80
E01001076,1095,275,252,419,149
E01001077,1006,321,282,326,77
E01001078,1005,224,249,409,123
E01001079,1144,293,264,432,155
E01001080,1061,226,219,409,207
E01001081,1023,248,251,397,127
E01001082,1091,279,272,420,120
E01001083,1258,515,384,218,141
E01001084,1481,667,420,246,148
E01001085,1305,441,400,324,140
E01001086,1353,511,380,288,174
E01001087,2081,664,572,563,282
E01001088,1231,432,363,314,122
E01001089,1285,401,359,363,162
E01001090,1651,544,457,460,190
E01001091,1198,507,328,251,112
E01001092,1523,764,350,203,206
E01001093,1336,596,356,269,115
E01001094,1273,719,343,119,92
E01001095,1074,447,268,259,100
E01001096,1148,663,279,138,68
E01001097,1842,801,417,411,213
E01001098,1120,657,285,112,66
E01001099,1133,522,288,224,99
E01001100,1159,608,311,177,63
E01001101,1083,604,280,145,54
E01001102,1173,581,339,169,84
E01001103,1278,603,346,235,94
E01001104,1283,672,347,188,76
E01001105,1283,472,379,335,97
E01001106,1140,426,334,304,76
E01001107,1293,729,318,147,99
E01001108,1353,776,369,148,60
E01001109,1617,504,384,501,228
E01001110,1462,471,327,476,188
E01001111,1260,420,329,383,128
E01001112,1433,490,351,399,193
E01001113,1474,530,360,419,165
E01001114,1009,264,234,373,138
E01001115,1197,311,294,400,192
E01001116,1074,342,253,347,132
E01001118,1489,349,379,524,237
E01001119,1112,451,333,248,80
E01001120,1018,395,294,245,84
E01001121,1086,544,327,151,64
E01001122,1064,552,282,166,64
E01001123,1249,588,394,200,67
E01001124,1269,630,377,194,68
E01001125,1225,523,362,243,97
E01001126,1131,460,347,259,65
E01001127,1268,590,340,245,93
E01001128,1036,266,249,352,169
E01001129,1110,526,308,208,68
E01001130,975,233,204,367,171
E01001131,1135,487,325,251,72
E01001132,1280,505,409,268,98
E01001133,1331,556,411,252,112
E01001134,1253,547,359,263,84
E01001135,1311,553,409,250,99
E01001136,1573,605,398,414,156
E01001137,1634,856,361,280,137
E01001138,1139,636,224,193,86
E01001139,1259,568,294,307,90
E01001140,1242,615,282,250,95
E01001141,959,370,233,259,97
E01001142,1423,666,313,319,125
E01001143,1419,493,381,388,157
E01001144,1326,539,278,347,162
E01001145,1263,388,293,400,182
E01001146,1137,382,306,321,128
E01001147,1226,357,326,365,178
E01001148,1267,434,346,374,113
E01001149,1109,447,291,260,111
E01001150,1258,569,326,258,105
E01001151,1250,309,293,432,216
E01001152,1467,329,437,506,195
E01001153,1242,437,347,316,142
E01001154,1390,414,387,451,138
E01001155,1291,320,264,403,304
E01001156,1332,611,301,263,157
E01001157,1328,485,369,309,165
E01001158,1143,469,292,287,95
E01001159,1422,629,376,294,123
E01001160,1411,500,467,298,146
E01001161,1275,329,310,408,228
E01001162,1325,535,315,345,130
E01001163,1496,712,356,297,131
E01001164,1597,839,341,308,109
E01001165,1370,534,370,342,124
E01001166,1380,406,367,407,200
E01001167,1614,618,416,441,139
E01001168,1381,497,398,396,90
E01001169,1220,359,318,382,161
E01001170,1445,565,335,382,163
E01001171,1272,457,297,306,212
E01001172,1446,356,336,529,225
E01001173,1990,833,491,471,195
E01001174,1170,325,308,347,190
E01001175,1150,335,298,305,212
E01001176,1301,373,315,387,226
E01001177,1138,308,251,406,173
E01001178,1090,254,237,338,261
E01001179,1126,292,292,385,157
E01001180,1282,342,324,453,163
E01001181,1369,342,344,456,227
E01001182,1021,281,327,270,143
E01001183,1232,326,319,393,194
E01001184,1008,331,303,254,120
E01001185,1273,543,330,271,129
E01001186,1253,411,313,369,160
E01001187,1427,511,388,410,118
E01001188,1358,485,317,358,198
E01001189,885,406,221,206,52
E01001190,1129,478,291,259,101
E01001191,1459,508,359,393,199
E01001192,1165,445,302,308,110
E01001193,1229,364,257,415,193
E01001194,1166,551,300,233,82
E01001195,1312,535,321,277,179
E01001196,1182,353,303,337,189
E01001197,1325,565,325,258,177
E01001198,1148,542,284,214,108
E01001199,1257,533,314,257,153
E01001200,1175,590,293,205,87
E01001201,1209,646,268,191,104
E01001202,1753,698,338,462,255
E01001203,1311,485,303,330,193
E01001204,1204,626,305,165,108
E01001205,1234,442,303,282,207
E01001206,948,242,226,257,223
E01001207,1365,723,305,254,83
E01001208,1002,554,240,139,69
E01001209,1258,745,284,149,80
E01001210,1283,324,264,407,288
E01001211,1318,725,292,201,100
E01001212,1393,756,334,203,100
E01001213,1477,298,256,564,359
E01001214,1295,270,274,511,240
E01001215,1477,260,268,581,368
E01001216,1193,242,244,434,273
E01001217,1081,313,306,296,166
E01001218,1416,277,378,458,303
E01001219,1463,285,310,530,338
E01001220,995,168,196,386,245
E01001223,1157,686,244,145,82
E01001224,1196,765,252,116,63
E01001225,1406,790,278,211,127
E01001226,1211,726,243,148,94
E01001227,1182,689,248,158,87
E01001228,1491,820,351,228,92
E01001229,1131,416,271,304,140
E01001230,1083,661,215,127,80
E01001231,1523,793,344,260,126
E01001232,1163,499,280,235,149
E01001233,1125,562,227,225,111
E01001234,1086,587,257,154,88
E01001235,1416,788,314,210,104
E01001236,1187,712,236,149,90
E01001237,1294,727,277,162,128
E01001239,1107,363,247,336,161
E01001240,1434,440,314,462,218
E01001241,1408,524,356,351,177
E01001242,1181,455,300,288,138
E01001243,1706,711,367,412,216
E01001244,1972,765,410,520,277
E01001245,1625,840,325,316,144
E01001246,1405,477,314,446,168
E01001247,1651,563,406,459,223
E01001248,1213,470,291,281,171
E01001249,1775,691,372,443,269
E01001250,1625,602,360,394,269
E01001251,1321,681,290,243,107
E01001252,1820,630,529,459,202
E01001253,1514,705,380,302,127
E01001254,1295,630,310,241,114
E01001255,1136,618,264,182,72
E01001257,1481,361,357,502,261
E01001258,1341,415,363,406,157
E01001259,1158,298,328,379,153
E01001260,1515,446,439,429,201
E01001261,1719,413,489,571,246
E01001262,1167,274,265,412,216
E01001263,1360,344,311,470,235
E01001264,1313,385,371,375,182
E01001265,1276,374,398,356,148
E01001266,1410,462,419,362,167
E01001267,1476,392,416,435,233
E01001268,1438,531,416,331,160
E01001269,1644,534,536,452,122
E01001270,1271,397,359,380,135
E01001271,1352,399,369,442,142
E01001272,1273,391,409,352,121
E01001273,1243,718,270,128,127
E01001274,1102,594,217,153,138
E01001275,1463,845,294,213,111
E01001276,1346,418,385,347,196
E01001277,1464,539,385,379,161
E01001278,1486,542,425,294,225
E01001279,1115,717,222,111,65
E01001280,1341,653,321,215,152
E01001281,1155,721,223,108,103
E01001282,1159,318,328,323,190
E01001283,1339,341,367,427,204
E01001284,1209,465,324,310,110
E01001285,1238,394,328,334,182
E01001286,1153,425,294,300,134
E01001287,1040,284,253,288,215
E01001288,1042,488,246,204,104
E01001289,969,466,251,188,64
E01001290,1538,755,429,253,101
E01001291,1261,362,314,404,181
E01001292,1283,354,324,424,181
E01001293,1282,282,318,460,222
E01001294,1479,325,329,532,293
E01001295,1334,325,307,483,219
E01001296,1058,246,232,405,175
E01001297,1310,233,268,529,280
E01001298,1585,288,333,635,329
E01001299,1300,706,322,205,67
E01001300,1162,697,246,147,72
E01001301,1396,608,325,315,148
E01001302,1186,691,262,168,65
E01001303,1240,755,246,160,79
E01001304,1233,706,256,195,76
E01001305,1266,710,322,169,65
E01001306,1206,744,271,146,45
E01001307,1387,464,462,358,103
E01001308,1526,551,416,386,173
E01001309,1348,428,385,403,132
E01001310,1603,475,464,484,180
E01001311,1857,565,450,582,260
E01001312,1446,480,370,443,153
E01001313,1299,403,352,384,160
E01001314,1138,371,349,294,124
E01001315,1077,292,291,366,128
E01001316,1195,325,304,363,203
E01001317,1493,403,408,466,216
E01001318,1390,361,310,513,206
E01001319,1162,374,323,343,122
E01001320,1056,254,226,402,174
E01001321,1621,474,422,449,276
E01001322,1483,466,396,410,211
E01001323,1413,448,354,417,194
E01001324,1167,306,308,382,171
E01001325,1368,338,359,435,236
E01001326,1293,336,312,443,202
E01001327,1344,334,353,455,202
E01001328,1239,298,308,433,200
E01001329,1325,352,338,418,217
E01001330,1231,275,280,444,232
E01001331,1158,211,302,411,234
E01001332,1076,256,254,347,219
E01001333,1737,270,312,733,422
E01001334,1114,168,219,407,320
E01001335,1348,470,367,324,187
E01001336,1395,350,302,480,263
E01001337,1586,608,356,406,216
E01001338,1375,335,301,471,268
E01001339,1530,495,325,439,271
E01001340,1163,376,236,330,221
E01001341,1304,383,349,403,169
E01001342,1439,380,409,454,196
E01001343,1109,351,322,291,145
E01001344,1701,537,494,450,220
E01001345,1261,306,333,454,168
E01001346,1408,459,453,348,148
E01001347,1499,459,446,364,230
E01001348,1235,406,331,341,157
E01001349,1049,302,281,297,169
E01001350,1129,603,267,170,89
E01001351,1480,601,341,333,205
E01001352,1252,669,293,193,97
E01001353,1112,491,276,220,125
E01001354,1665,846,359,237,223
E01001355,1552,750,337,312,153
E01001356,992,241,236,289,226
E01001357,2042,1055,346,417,224
E01001358,1426,707,261,287,171
E01001359,1731,256,311,747,417
E01001360,1673,303,270,771,329
E01001361,1580,218,287,682,393
E01001362,1787,267,320,789,411
E01001363,1334,214,227,590,303
E01001364,1290,204,219,501,366
E01001365,1863,338,312,824,389
E01001366,1397,208,245,611,333
E01001367,1838,270,321,796,451
E01001368,1285,232,227,529,297
E01001369,1436,209,233,631,363
E01001370,1558,261,300,699,298
E01001371,1584,226,290,674,394
E01001372,1735,307,288,756,384
E01001373,1452,224,270,616,342
E01001374,1521,932,293,203,93
E01001375,1295,889,243,115,48
E01001376,1290,602,291,263,134
E01001377,1253,798,272,103,80
E01001379,1293,889,245,109,50
E01001380,1833,1175,356,212,90
E01001381,1429,738,304,279,108
E01001382,1089,680,243,105,61
E01001383,1342,703,320,223,96
E01001384,1324,758,303,167,96
E01001385,1256,756,253,184,63
E01001386,1375,909,252,152,62
E01001387,1268,711,271,198,88
E01001388,1104,496,218,228,162
E01001389,1427,581,378,257,211
E01001390,1439,658,357,319,105
E01001391,1355,481,431,292,151
E01001392,1444,656,358,314,116
E01001393,1523,599,425,368,131
E01001394,1558,386,423,484,265
E01001395,1198,281,324,405,188
E01001396,1145,327,347,321,150
E01001397,1525,444,377,455,249
E01001398,1007,491,276,181,59
E01001399,1135,438,356,257,84
E01001400,1269,462,389,261,157
E01001401,999,377,279,230,113
E01001402,1459,635,400,289,135
E01001403,1281,443,349,314,175
E01001404,1102,363,328,261,150
E01001405,1476,611,372,275,218
E01001406,1217,460,294,321,142
E01001407,1156,415,325,316,100
E01001408,1212,582,297,251,82
E01001409,1410,441,354,437,178
E01001410,1425,372,321,466,266
E01001411,1337,640,338,268,91
E01001412,1320,427,413,344,136
E01001413,1238,572,344,206,116
E01001414,1151,293,259,424,175
E01001415,1543,664,454,272,153
E01001416,1322,655,378,174,115
E01001417,1475,757,441,160,117
E01001418,1328,550,377,253,148
E01001419,1484,601,417,274,192
E01001420,1271,425,343,328,175
E01001421,1236,434,353,267,182
E01001422,1305,711,396,103,95
E01001423,1188,247,332,388,221
E01001424,833,190,189,265,189
E01001425,1291,262,271,448,310
E01001426,1232,263,285,414,270
E01001427,1178,193,293,402,290
E01001428,1173,267,307,393,206
E01001429,1587,303,296,586,402
E01001430,1238,212,226,487,313
E01001431,1151,250,273,391,237
E01001432,1327,263,297,507,260
E01001433,1189,237,246,471,235
E01001434,1086,272,279,377,158
E01001435,1068,256,276,380,156
E01001436,1316,338,343,450,185
E01001437,1493,325,308,542,318
E01001438,1157,291,256,392,218
E01001439,1374,299,306,490,279
E01001440,1138,282,281,375,200
E01001441,1075,213,223,420,219
E01001442,1116,183,214,458,261
E01001444,1237,329,279,453,176
E01001445,1832,570,429,574,259
E01001446,1264,334,318,433,179
E01001447,1364,302,299,496,267
E01001448,1268,346,287,432,203
E01001449,1085,279,266,374,166
E01001450,1791,700,470,430,191
E01001451,1341,625,394,217,105
E01001452,1046,516,306,147,77
E01001453,1263,650,365,164,84
E01001454,1269,606,327,206,130
E01001455,1116,463,333,244,76
E01001456,1063,612,266,134,51
E01001457,1409,686,355,265,103
E01001458,1195,233,268,430,264
E01001459,1214,274,355,409,176
E01001460,1293,263,325,475,230
E01001461,1109,193,256,397,263
E01001462,1066,265,247,308,246
E01001463,1133,292,334,354,153
E01001464,947,223,232,310,182
E01001465,1141,282,314,367,178
E01001466,1246,293,363,407,183
E01001467,1277,332,342,408,195
E01001468,1060,532,260,201,67
E01001469,1301,538,342,312,109
E01001470,1260,573,333,255,99
E01001471,1484,641,413,285,145
E01001472,1269,619,327,249,74
E01001473,1160,464,316,266,114
E01001474,1484,740,379,247,118
E01001475,1362,665,387,241,69
E01001476,1218,281,291,398,248
E01001477,1345,279,329,485,252
E01001478,1194,330,302,368,194
E01001479,1220,246,309,434,231
E01001480,1131,306,289,363,173
E01001481,1243,290,276,428,249
E01001482,1277,246,259,525,247
E01001483,791,153,180,298,160
E01001484,978,270,268,304,136
E01001485,1244,269,267,433,275
E01001486,1481,292,335,543,311
E01001487,1270,258,311,461,240
E01001488,1298,292,336,442,228
E01001489,1229,251,292,462,224
E01001491,1312,285,296,520,211
E01001492,1389,327,329,499,234
E01001493,1459,419,382,424,234
E01001494,1113,385,323,257,148
E01001495,1413,641,358,312,102
E01001496,1460,522,435,352,151
E01001497,1028,279,302,289,158
E01001498,1403,525,385,357,136
E01001499,1181,352,345,323,161
E01001500,1168,412,296,278,182
E01001501,1627,584,429,420,194
E01001502,1344,305,312,472,255
E01001503,1262,301,315,440,206
E01001504,1344,269,350,392,333
E01001505,1304,294,318,450,242
E01001507,1572,258,360,608,346
E01001508,1543,348,362,533,300
E01001509,1141,256,236,436,213
E01001511,1291,449,338,357,147
E01001512,1652,710,386,407,149
E01001513,1347,327,276,500,244
E01001514,1238,467,336,309,126
E01001515,1339,318,291,483,247
E01001516,1448,403,394,431,220
E01001517,1305,217,248,499,341
E01001518,1236,466,330,326,114
E01001520,1379,538,410,266,165
E01001521,1370,676,381,222,91
E01001522,1284,584,303,273,124
E01001523,1330,585,375,240,130
E01001524,1153,476,304,226,147
E01001525,1458,556,384,301,217
E01001526,1245,552,373,216,104
E01001527,1544,666,410,312,156
E01001528,1184,370,263,371,180
E01001529,1336,365,359,430,182
E01001530,1213,460,295,281,177
E01001531,1096,600,303,135,58
E01001532,1290,712,320,167,91
E01001533,1241,611,348,167,115
E01001534,1290,543,371,265,111
E01001535,1096,474,314,206,102
E01001536,1481,696,354,295,136
E01001537,1235,480,371,295,89
E01001538,1276,506,361,330,79
E01001539,1242,492,397,282,71
E01001540,1434,603,374,287,170
E01001541,1127,615,250,192,70
E01001542,1142,452,282,295,113
E01001543,1220,502,363,256,99
E01001544,1304,581,346,276,101
E01001545,1244,246,296,437,265
E01001546,1216,305,296,427,188
E01001547,1460,366,367,465,262
E01001548,1235,297,295,435,208
E01001549,1343,238,273,518,314
E01001550,1186,271,281,437,197
E01001551,1282,286,302,484,210
E01001552,1398,336,347,506,209
E01001553,1150,196,270,402,282
E01001554,1226,217,217,451,341
E01001555,1503,343,389,537,234
E01001556,1204,332,375,332,165
E01001557,1155,264,298,380,213
E01001558,1230,218,296,460,256
E01001559,1389,335,332,462,260
E01001560,1155,244,339,382,190
E01001562,1513,359,292,451,411
E01001563,1337,590,387,251,109
E01001564,1256,665,304,175,112
E01001565,1291,602,344,251,94
E01001566,1408,726,312,207,163
E01001567,1172,641,328,147,56
E01001568,1472,735,450,166,121
E01001569,1366,611,373,253,129
E01001570,1363,574,342,307,140
E01001571,1285,398,330,442,115
E01001572,1260,436,353,368,103
E01001573,1167,327,275,385,180
E01001574,1283,289,295,449,250
E01001575,1119,268,227,425,199
E01001576,1241,304,265,479,193
E01001577,1297,301,283,496,217
E01001578,1618,467,400,573,178
E01001579,1155,273,251,459,172
E01001580,1313,871,240,139,63
E01001581,1242,657,243,235,107
E01001582,1104,517,251,230,106
E01001583,1259,783,228,188,60
E01001584,1208,833,178,132,65
E01001585,1099,696,188,143,72
E01001586,1102,572,194,211,125
E01001587,1594,1057,239,211,87
E01001588,1279,418,264,401,196
E01001589,1314,453,298,411,152
E01001590,1328,629,321,278,100
E01001591,1484,461,266,497,260
E01001592,1449,807,320,251,71
E01001593,1367,787,291,203,86
E01001594,1723,634,423,470,196
E01001595,1466,468,336,471,191
E01001596,1289,554,361,269,105
E01001597,1199,516,321,257,105
E01001598,1265,558,337,279,91
E01001599,1213,417,345,343,108
E01001600,1165,478,318,269,100
E01001601,1176,545,314,248,69
E01001602,1517,428,371,498,220
E01001603,1252,344,294,428,186
E01001604,1157,569,290,227,71
E01001605,1161,534,332,226,69
E01001606,1233,590,342,233,68
E01001607,1228,532,311,294,91
E01001608,1092,596,272,170,54
E01001609,1321,563,378,286,94
E01001610,1299,610,304,289,96
E01001611,1313,475,352,355,131
E01001613,1320,524,309,369,118
E01001614,1162,543,356,173,90
E01001615,1524,676,364,367,117
E01001617,1296,544,362,278,112
E01001618,1395,540,359,366,130
E01001619,1489,665,445,314,65
E01001620,1129,280,294,407,148
E01001621,1276,411,322,379,164
E01001623,1268,437,311,365,155
E01001624,1234,427,327,351,129
E01001625,1242,308,304,456,174
E01001629,1470,394,316,553,207
E01001631,1393,311,289,550,243
E01001632,1523,352,321,553,297
E01001633,1441,340,256,622,223
E01001634,1201,254,254,459,234
E01001635,1218,446,280,350,142
E01001636,1230,353,273,421,183
E01001637,1291,377,309,431,174
E01001638,1248,334,282,409,223
E01001641,1371,859,239,195,78
E01001642,1363,944,216,139,64
E01001644,1983,1242,327,292,122
E01001645,1351,459,319,426,147
E01001646,1966,765,440,523,238
E01001647,1147,482,281,246,138
E01001648,1289,646,282,261,100
E01001649,1120,385,276,324,135
E01001650,1293,380,316,426,171
E01001651,1315,372,287,463,193
E01001652,1346,621,310,250,165
E01001653,1097,265,267,416,149
E01001654,1108,309,276,363,160
E01001655,1089,253,274,391,171
E01001656,970,538,189,162,81
E01001657,1206,741,230,160,75
E01001658,1229,548,281,288,112
E01001659,1194,512,287,273,122
E01001660,1112,342,276,352,142
E01001661,1143,330,304,373,136
E01001664,1611,946,312,250,103
E01001665,1453,830,264,236,123
E01001666,1413,568,302,356,187
E01001669,1713,494,377,616,226
E01001671,1178,422,265,352,139
E01001672,1392,315,287,545,245
E01001673,1606,287,329,588,402
E01001674,1557,394,341,578,244
E01001675,1714,338,327,770,279
E01001676,1241,307,282,468,184
E01001677,1443,354,304,496,289
E01001678,1268,434,334,373,127
E01001679,1013,451,262,220,80
E01001680,1174,594,306,194,80
E01001681,997,416,233,246,102
E01001682,1040,439,263,236,102
E01001683,1117,367,296,323,131
E01001684,1073,327,275,345,126
E01001685,1177,387,305,358,127
E01001686,1307,501,313,343,150
E01001687,1270,297,253,480,240
E01001688,1661,506,394,535,226
E01001690,1236,284,304,479,169
E01001692,961,204,192,369,196
E01001693,994,213,230,394,157
E01001694,1166,322,297,396,151
E01001695,1108,273,229,448,158
E01001696,1810,853,298,450,209
E01001697,1775,546,413,594,222
E01001698,1250,366,244,439,201
E01001699,1088,445,265,260,118
E01001700,1584,418,307,583,276
E01001701,1287,594,251,308,134
E01001702,992,220,183,373,216
E01001703,1297,252,281,501,263
E01001704,1213,467,265,336,145
E01001705,1474,394,301,535,244
E01001708,1267,577,267,309,114
E01001710,1175,232,211,450,282
E01001712,1458,440,290,530,198
E01001714,1559,702,258,400,199
E01001715,1068,696,163,145,64
E01001716,1323,573,218,309,223
E01001717,891,430,162,176,123
E01001718,1398,906,218,199,75
E01001719,1238,611,202,264,161
E01001720,1332,885,217,156,74
E01001722,1563,556,394,371,242
E01001723,1354,686,291,228,149
E01001724,2269,1045,484,502,238
E01001725,1047,362,287,222,176
E01001726,850,243,157,283,167
E01001727,1220,443,352,230,195
E01001728,1081,337,318,221,205
E01001729,1345,436,262,421,226
E01001730,1901,607,356,600,338
E01001731,1965,941,352,448,224
E01001732,1237,412,237,396,192
E01001733,1448,763,291,251,143
E01001734,1467,717,297,314,139
E01001735,1205,563,211,270,161
E01001736,1236,689,245,205,97
E01001737,1313,804,264,158,87
E01001738,1395,801,263,199,132
E01001739,1575,976,274,230,95
E01001740,1142,397,197,347,201
E01001741,1105,683,219,124,79
E01001742,1335,682,245,241,167
E01001744,1537,740,288,304,205
E01001745,1563,591,315,414,243
E01001746,1103,263,234,387,219
E01001747,1888,1025,317,348,198
E01001749,1167,683,221,166,97
E01001750,1668,879,304,301,184
E01001751,1214,818,215,124,57
E01001753,1023,314,227,305,177
E01001755,1244,504,237,312,191
E01001756,1702,1034,303,242,123
E01001757,1081,263,185,423,210
E01001758,1833,738,329,497,269
E01001759,1279,661,205,258,155
E01001760,1496,711,266,340,179
E01001761,1455,562,276,349,268
E01001762,1382,760,260,210,152
E01001763,1356,662,255,276,163
E01001764,1313,525,271,322,195
E01001765,1308,338,275,433,262
E01001767,1206,570,238,243,155
E01001768,1469,789,287,243,150
E01001769,1148,581,238,216,113
E01001770,1264,434,278,358,194
E01001772,1343,534,268,318,223
E01001773,1959,1059,309,369,222
E01001774,1514,796,245,302,171
E01001775,1209,445,220,363,181
E01001776,1355,570,252,324,209
E01001777,1982,1064,285,435,198
E01001780,1412,558,321,352,181
E01001781,1122,375,200,367,180
E01001783,1107,308,200,397,202
E01001784,1290,499,235,355,201
E01001785,1154,506,276,218,154
E01001786,1544,575,257,438,274
E01001787,1172,328,262,352,230
E01001788,1066,291,196,377,202
E01001789,1301,601,234,263,203
E01001790,1000,244,194,368,194
E01001791,1018,393,201,272,152
E01001792,1453,639,293,316,205
E01001793,1174,596,233,233,112
E01001794,1504,745,296,249,214
E01001795,1007,520,202,196,89
E01001796,1167,569,225,250,123
E01001798,1508,516,322,393,277
E01001799,825,346,224,158,97
E01001800,1061,314,243,287,217
E01001801,1043,421,228,194,200
E01001802,913,334,178,245,156
E01001803,1344,774,333,173,64
E01001804,883,344,216,168,155
E01001805,907,459,173,171,104
E01001806,1145,570,224,220,131
E01001807,1125,418,290,253,164
E01001808,945,293,295,213,144
E01001809,1082,338,342,224,178
E01001811,1154,419,241,298,196
E01001812,1054,372,230,199,253
E01001813,1344,302,283,418,341
E01001814,972,347,284,218,123
E01001815,1322,478,225,327,292
E01001816,1161,595,216,232,118
E01001819,1253,592,247,247,167
E01001820,1039,357,186,301,195
E01001821,1009,354,192,290,173
E01001822,1175,379,287,326,183
E01001823,983,326,278,227,152
E01001824,890,275,234,204,177
E01001825,766,295,257,110,104
E01001826,895,270,247,199,179
E01001827,1030,302,256,292,180
E01001828,1393,487,305,365,236
E01001829,1315,828,250,156,81
E01001830,1521,668,278,367,208
E01001831,1418,738,296,251,133
E01001832,1296,589,273,250,184
E01001833,1623,799,317,312,195
E01001834,1572,812,357,240,163
E01001835,992,602,169,145,76
E01001836,1440,704,288,304,144
E01001837,1148,702,222,145,79
E01001838,1182,306,206,433,237
E01001839,1872,1071,321,336,144
E01001840,1181,390,248,311,232
