LSOA_code,all,G1,G2,G3,G4
E01000833,1446,1146,60,69,171
E01000834,1371,1046,68,67,190
E01000835,1753,1190,163,62,338
E01000836,1393,1042,77,60,214
E01000837,1569,1100,111,75,283
E01000838,1430,1143,61,70,156
E01000839,1385,1082,75,51,177
E01000840,1489,1235,56,61,137
E01000841,1696,1313,82,97,204
E01032562,1611,814,419,89,289
E01032563,1445,778,174,187,306
E01032568,1521,937,239,66,279
E01032570,1736,1545,70,9,112
E01034383,1313,405,490,53,365
E01034384,1336,560,318,55,403
E01034385,1440,797,108,127,408
E01034386,1249,434,164,226,425
E01000842,1429,530,52,110,737
E01000843,1202,480,41,75,606
E01000844,1634,520,61,182,871
E01000845,1500,623,69,117,691
E01000846,1456,397,312,111,636
E01000847,1600,456,247,195,702
E01000848,1488,586,36,101,765
E01000849,1364,512,72,114,666
E01000850,1419,377,74,219,749
E01000851,1489,419,78,183,809
E01000853,1404,462,170,98,674
E01000855,1313,449,57,153,654
E01000856,1588,519,224,111,734
E01000857,1387,628,95,57,607
E01000858,1923,548,387,144,844
E01000859,1463,762,36,59,606
E01000860,1117,543,76,60,438
E01000861,1361,501,151,78,631
E01000862,1688,768,66,93,761
E01000863,1480,546,166,115,653
E01000866,1940,814,236,72,818
E01000867,1734,523,216,153,842
E01000868,1750,465,488,105,692
E01000869,1944,862,219,85,778
E01000870,1596,751,251,56,538
E01000871,1658,671,104,140,743
E01000872,1743,507,208,223,805
E01000873,1585,755,113,80,637
E01000874,1474,522,48,191,713
E01000875,1571,522,196,151,702
E01000876,1921,591,313,118,899
E01000877,1454,584,82,137,651
E01000878,1712,498,153,258,803
E01000879,1299,524,42,85,648
E01000880,1409,443,38,167,761
E01000881,1383,377,72,179,755
E01000882,1454,584,47,106,717
E01000883,1504,418,41,309,736
E01000884,1472,588,68,150,666
E01000885,1282,615,35,93,539
E01000886,1334,769,76,49,440
E01000887,1387,599,106,64,618
E01000888,1477,704,115,83,575
E01000889,1777,728,308,63,678
E01000890,1310,471,239,57,543
E01000891,1480,512,264,68,636
E01000892,1792,706,187,126,773
E01000893,1381,686,41,66,588
E01000894,1273,586,18,88,581
E01000895,1553,649,111,91,702
E01000896,1435,683,41,88,623
E01000897,1565,648,39,113,765
E01000898,1584,468,146,281,689
E01000899,1567,759,37,130,641
E01000900,1698,753,200,82,663
E01000901,1971,635,387,87,862
E01000902,1416,453,281,107,575
E01000903,1408,578,112,95,623
E01000904,2078,773,334,136,835
E01000905,1872,560,365,84,863
E01000906,1445,571,92,109,673
E01000907,1478,726,214,40,498
E01000908,1515,738,226,80,471
E01000909,1551,931,87,21,512
E01000910,1341,832,63,42,404
E01000911,1439,782,167,47,443
E01000912,1600,799,225,29,547
E01000913,1599,1043,40,35,481
E01000914,1417,486,130,107,694
E01000915,1531,389,214,103,825
E01000916,1854,539,254,110,951
E01000917,1668,443,287,103,835
E01000918,1796,566,144,127,959
E01000919,1439,483,101,106,749
E01000920,1623,601,114,99,809
E01000921,1876,876,169,83,748
E01000922,1926,712,298,117,799
E01000923,1447,785,143,57,462
E01000924,1567,783,138,86,560
E01000925,1491,490,284,97,620
E01000926,1467,592,244,68,563
E01000927,1538,748,156,64,570
E01000928,1713,874,161,49,629
E01000929,1922,428,458,212,824
E01000930,2077,450,364,214,1049
E01000931,2061,504,384,208,965
E01000932,1761,607,210,139,805
E01000933,1763,580,172,150,861
E01000934,1506,387,286,150,683
E01000935,1608,419,389,119,681
E01000937,1120,233,113,149,625
E01000938,1360,313,198,116,733
E01000939,1446,261,236,103,846
E01000941,1203,276,183,85,659
E01000942,1011,312,95,134,470
E01000943,1586,427,117,208,834
E01000944,1468,347,262,130,729
E01000946,1551,491,211,175,674
E01000947,1669,556,223,111,779
E01000948,1528,692,166,72,598
E01000949,1600,537,255,165,643
E01000951,1537,281,256,119,881
E01000952,1683,494,296,92,801
E01000954,1748,393,440,112,803
E01000955,1345,417,256,88,584
E01000956,1506,288,249,102,867
E01000957,1331,458,210,76,587
E01000958,2938,736,434,294,1474
E01000959,1690,475,274,104,837
E01000960,1873,534,149,283,907
E01000961,1793,460,287,227,819
E01000962,1538,546,42,161,789
E01000963,1926,358,105,595,868
E01000964,1731,654,159,137,781
E01000965,1715,529,174,157,855
E01000966,1617,535,29,169,884
E01000967,1537,542,94,171,730
E01000968,1478,565,113,118,682
E01000969,1830,663,74,208,885
E01000970,1415,573,82,131,629
E01000971,1310,628,52,109,521
E01000972,1959,537,374,216,832
E01000973,2566,827,273,257,1209
E01000974,1587,486,215,143,743
E01035707,2450,1176,215,90,969
E01035708,1951,453,279,299,920
E01035709,1532,352,295,100,785
E01035710,2576,536,449,212,1379
E01035711,2437,685,213,269,1270
E01035712,2450,592,308,275,1275
E01000975,2341,723,452,441,725
E01000976,2140,683,584,233,640
E01000977,1947,657,539,215,536
E01000978,1732,557,458,298,419
E01000979,1763,566,364,245,588
E01000980,1499,458,545,187,309
E01000981,1740,714,496,135,395
E01000982,1687,661,421,214,391
E01000983,1823,740,444,159,480
E01000984,1901,573,550,334,444
E01000985,1451,690,318,205,238
E01000986,1778,780,317,303,378
E01000987,1351,705,233,154,259
E01000989,1729,923,329,161,316
E01000990,1433,548,505,146,234
E01000991,1734,906,288,240,300
E01000992,1887,696,638,223,330
E01000993,1652,727,349,225,351
E01000994,1595,252,543,373,427
E01000995,1712,153,557,579,423
E01000996,1333,172,518,339,304
E01000997,1499,218,582,385,314
E01000998,1497,175,704,301,317
E01000999,1317,189,400,504,224
E01001000,1339,177,472,353,337
E01001001,1413,223,636,242,312
E01001002,1475,174,625,441,235
E01001003,1599,266,669,295,369
E01001004,2173,342,997,373,461
E01001005,1735,207,517,701,310
E01001006,1787,347,594,435,411
E01001007,1982,196,389,1000,397
E01001008,1660,382,442,535,301
E01001009,2047,231,625,757,434
E01001010,1702,442,520,358,382
E01001011,2318,253,841,678,546
E01001012,2096,341,707,538,510
E01001013,2188,370,925,402,491
E01001015,1491,904,277,129,181
E01001016,1757,1032,227,199,299
E01001017,1653,1213,123,108,209
E01001018,1652,1301,87,61,203
E01001019,1459,1069,101,97,192
E01001020,1654,1244,132,95,183
E01001021,1361,819,280,67,195
E01001022,1483,1125,97,104,157
E01001023,2585,1172,504,372,537
E01001024,1348,870,166,128,184
E01001025,1351,948,120,128,155
E01001026,1882,1312,256,86,228
E01001027,2905,1470,406,534,495
E01001028,1647,738,122,514,273
E01001029,1723,731,265,352,375
E01001030,1452,679,176,373,224
E01001031,1449,841,114,265,229
E01001032,1553,943,125,242,243
E01001033,1665,653,307,227,478
E01001034,1612,821,280,141,370
E01001035,1861,663,444,288,466
E01001036,1624,800,168,346,310
E01001037,1535,676,393,153,313
E01001038,1904,767,387,202,548
E01001039,1572,904,191,222,255
E01001040,1711,795,342,196,378
E01001041,1730,624,469,191,446
E01001042,2171,598,579,292,702
E01001044,2081,633,266,734,448
E01001046,1923,398,250,769,506
E01001047,1743,625,375,213,530
E01001049,1439,439,166,577,257
E01001050,1705,513,333,456,403
E01001051,1608,692,654,99,163
E01001052,1467,623,600,77,167
E01001053,1596,869,454,95,178
E01001054,1851,856,716,110,169
E01001055,1564,874,462,85,143
E01001056,1801,768,703,107,223
E01001057,1784,705,773,102,204
E01001058,1357,880,190,115,172
E01001059,1459,931,229,90,209
E01001060,1616,985,284,126,221
E01001061,1622,854,373,142,253
E01001062,1512,798,176,280,258
E01001063,1540,856,248,197,239
E01001064,1607,839,202,314,252
E01001065,1329,883,177,111,158
E01001066,1448,570,492,130,256
E01001067,1655,948,157,297,253
E01001068,1841,1159,296,127,259
E01001069,1369,807,126,216,220
E01001070,1790,960,317,213,300
E01001071,1898,1259,218,157,264
E01001072,1486,1029,69,171,217
E01001073,1439,721,245,233,240
E01001074,1951,949,394,195,413
E01001075,1630,949,191,171,319
E01001076,1674,938,451,98,187
E01001077,1334,825,245,99,165
E01001078,1444,815,372,63,194
E01001079,1613,928,460,90,135
E01001080,1479,833,429,58,159
E01001081,1467,905,341,69,152
E01001082,1554,916,409,82,147
E01001083,1613,381,323,468,441
E01001084,1928,557,305,535,531
E01001085,1717,339,448,420,510
E01001086,1738,401,461,438,438
E01001087,2828,565,790,607,866
E01001088,1679,313,600,320,446
E01001089,1786,333,540,373,540
E01001090,2271,425,670,453,723
E01001091,1576,335,340,508,393
E01001092,1929,910,252,395,372
E01001093,1792,754,297,402,339
E01001094,1645,730,148,469,298
E01001095,1528,644,330,260,294
E01001096,1473,795,176,275,227
E01001097,2382,982,510,310,580
E01001098,1473,914,120,197,242
E01001099,1579,883,266,154,276
E01001100,1519,784,254,198,283
E01001101,1429,1026,64,172,167
E01001102,1506,1066,94,170,176
E01001103,1640,1117,125,192,206
E01001104,1675,1043,160,239,233
E01001105,1734,1144,208,148,234
E01001106,1502,1010,186,147,159
E01001107,1671,907,160,313,291
E01001108,1785,1172,128,219,266
E01001109,2342,668,859,249,566
E01001110,2148,447,829,257,615
E01001111,1749,422,802,149,376
E01001112,2017,562,882,135,438
E01001113,2003,520,942,110,431
E01001114,1508,272,713,258,265
E01001115,1820,261,743,439,377
E01001116,1530,310,585,262,373
E01001118,2157,409,1001,336,411
E01001119,1442,1107,108,117,110
E01001120,1352,853,190,172,137
E01001121,1322,939,62,176,145
E01001122,1435,683,156,313,283
E01001123,1624,919,178,261,266
E01001124,1569,1121,104,191,153
E01001125,1648,871,220,298,259
E01001126,1415,965,142,130,178
E01001127,1620,909,275,191,245
E01001128,1601,638,637,109,217
E01001129,1392,845,187,140,220
E01001130,1768,389,889,170,320
E01001131,1575,985,236,89,265
E01001132,1619,899,254,233,233
E01001133,1592,998,148,213,233
E01001134,1616,858,230,257,271
E01001135,1680,946,263,235,236
E01001136,2043,599,725,200,519
E01001137,2136,1041,439,104,552
E01001138,1515,777,362,69,307
E01001139,1685,568,624,125,368
E01001140,1631,713,421,106,391
E01001141,1262,390,499,94,279
E01001142,1925,655,649,126,495
E01001143,1924,583,820,112,409
E01001144,1758,495,765,124,374
E01001145,1819,420,848,144,407
E01001146,1530,372,706,184,268
E01001147,1789,361,857,165,406
E01001148,1771,399,869,162,341
E01001149,1585,417,732,99,337
E01001150,1707,585,617,102,403
E01001151,1752,358,723,276,395
E01001152,2062,317,855,207,683
E01001153,1643,293,749,193,408
E01001154,1965,352,907,213,493
E01001155,1797,246,858,267,426
E01001156,1777,770,491,116,400
E01001157,1850,448,537,446,419
E01001158,1529,609,483,88,349
E01001159,1946,635,496,284,531
E01001160,1950,371,468,685,426
E01001161,1735,318,654,316,447
E01001162,1807,684,625,106,392
E01001163,1971,872,441,129,529
E01001164,1975,984,325,97,569
E01001165,1845,603,481,250,511
E01001166,1963,642,641,212,468
E01001167,2321,735,624,392,570
E01001168,1814,664,404,251,495
E01001169,1829,617,618,269,325
E01001170,1947,700,524,251,472
E01001171,1758,584,425,362,387
E01001172,2204,715,794,287,408
E01001173,2747,944,724,475,604
E01001174,1693,140,539,686,328
E01001175,1642,195,556,553,338
E01001176,1842,186,657,646,353
E01001177,1652,224,544,597,287
E01001178,1625,251,616,395,363
E01001179,1668,206,454,699,309
E01001180,1978,184,618,711,465
E01001181,2193,318,961,539,375
E01001182,1359,135,339,519,366
E01001183,1817,156,654,690,317
E01001184,1300,151,469,432,248
E01001185,1698,656,485,123,434
E01001186,1682,524,652,131,375
E01001187,1989,581,722,226,460
E01001188,1961,621,803,137,400
E01001189,1214,393,468,81,272
E01001190,1550,504,657,102,287
E01001191,2075,525,943,144,463
E01001192,1585,469,699,109,308
E01001193,1682,435,865,117,265
E01001194,1611,651,508,121,331
E01032569,1786,589,725,167,305
E01034139,1807,230,574,669,334
E01034140,1239,171,404,372,292
E01034141,1419,198,470,308,443
E01034142,1485,322,470,285,408
E01034143,1304,198,406,236,464
E01034144,1348,283,460,220,385
E01034145,1329,258,483,163,425
E01034146,1438,237,475,250,476
E01034147,1120,211,241,268,400
E01034148,1633,388,304,300,641
E01034149,2113,660,407,454,592
E01034150,1346,330,402,208,406
E01034151,1164,368,332,117,347
E01034152,1624,484,432,203,505
E01001195,1829,414,91,447,877
E01001196,1615,378,364,202,671
E01001197,1855,450,188,448,769
E01001198,1562,635,166,122,639
E01001199,1663,484,295,143,741
E01001200,1592,727,129,136,600
E01001201,1593,761,145,147,540
E01001202,2505,604,441,284,1176
E01001203,1692,475,285,149,783
E01001204,1617,598,155,251,613
E01001205,1778,482,390,292,614
E01001206,1585,225,657,236,467
E01001207,1771,652,170,197,752
E01001208,1356,669,71,151,465
E01001209,1680,865,68,151,596
E01001210,1896,390,520,422,564
E01001211,1749,698,155,208,688
E01001212,1756,712,89,263,692
E01001213,2010,119,179,1357,355
E01001214,1742,59,64,1291,328
E01001215,2052,68,165,1490,329
E01001216,1748,91,101,1071,485
E01001217,1451,147,165,751,388
E01001218,2058,250,538,650,620
E01001219,2198,181,758,767,492
E01001220,1513,132,512,516,353
E01001223,1463,550,67,200,646
E01001224,1553,873,70,164,446
E01001225,1814,618,119,263,814
E01001226,1509,504,154,235,616
E01001227,1526,639,64,206,617
E01001228,1829,557,98,277,897
E01001229,1515,542,286,175,512
E01001230,1376,674,75,155,472
E01001231,2051,672,126,404,849
E01001232,1556,548,153,247,608
E01001233,1451,588,160,178,525
E01001234,1371,466,118,192,595
E01001235,1775,548,138,259,830
E01001236,1475,579,119,176,601
E01001237,1557,793,90,150,524
E01001239,1474,255,479,159,581
E01001240,1828,349,289,216,974
E01001241,1859,373,248,245,993
E01001242,1619,557,164,153,745
E01001243,2393,442,392,349,1210
E01001244,2790,510,659,333,1288
E01001245,2176,782,279,226,889
E01001246,1829,420,514,187,708
E01001247,2269,459,268,385,1157
E01001248,1602,671,226,235,470
E01001249,2441,498,465,379,1099
E01001250,2176,643,378,276,879
E01001251,1815,731,225,242,617
E01001252,2469,686,386,365,1032
E01001253,2134,938,278,213,705
E01001254,1745,908,155,130,552
E01001255,1584,799,116,191,478
E01001257,2232,447,562,630,593
E01001258,1879,359,213,583,724
E01001259,1600,244,145,588,623
E01001260,2045,373,184,664,824
E01001261,2325,474,382,602,867
E01001262,1616,402,347,384,483
E01001263,1949,373,525,535,516
E01001264,1821,462,310,359,690
E01001265,1718,326,258,341,793
E01001266,1826,331,150,471,874
E01001267,2034,434,315,492,793
E01001268,1964,556,136,516,756
E01001269,2275,416,214,650,995
E01001270,1757,383,242,483,649
E01001271,1917,410,254,615,638
E01001272,1717,326,173,487,731
E01001273,1675,396,65,446,768
E01001274,1612,299,130,520,663
E01001275,1805,609,157,242,797
E01001276,1778,313,175,253,1037
E01001277,2034,346,111,434,1143
E01001278,2071,332,149,369,1221
E01001279,1491,547,65,239,640
E01001280,1825,437,130,374,884
E01001281,1574,809,76,175,514
E01001282,1617,463,214,349,591
E01001283,1788,480,350,230,728
E01001284,1717,571,185,247,714
E01001285,1769,488,292,244,745
E01001286,1678,521,295,268,594
E01001287,1623,283,470,423,447
E01001288,1477,611,195,158,513
E01001289,1335,580,150,132,473
E01001290,2059,757,235,310,757
E01001291,1764,157,159,970,478
E01001292,1666,176,199,747,544
E01001293,1826,85,176,1180,385
E01001294,2030,68,106,1426,430
E01001295,1791,89,110,1217,375
E01001296,1437,104,79,990,264
E01001297,1840,75,135,1317,313
E01001298,2113,156,120,1314,523
E01001299,1749,920,110,202,517
E01001300,1615,833,75,170,537
E01001301,1882,633,179,191,879
E01001302,1598,751,117,161,569
E01001303,1726,784,77,150,715
E01001304,1662,719,239,115,589
E01001305,1731,873,77,216,565
E01001306,1639,815,88,145,591
E01001307,1878,350,153,615,760
E01001308,1937,294,140,764,739
E01001309,1851,326,185,709,631
E01001310,2141,398,347,681,715
E01001311,2518,484,610,650,774
E01001312,1967,240,172,746,809
E01001313,1727,250,187,777,513
E01001314,1518,229,174,484,631
E01001315,1467,300,205,527,435
E01001316,1724,376,361,480,507
E01001317,2181,421,401,606,753
E01001318,1948,447,381,503,617
E01001319,1549,368,224,421,536
E01001320,1622,461,413,300,448
E01001321,2264,571,388,525,780
E01001322,2068,475,286,558,749
E01001323,2013,400,344,615,654
E01001324,1666,358,333,419,556
E01001325,1978,530,330,546,572
E01001326,1959,490,465,428,576
E01001327,1894,441,367,523,563
E01001328,1819,383,427,516,493
E01001329,1973,496,341,514,622
E01001330,1856,360,490,513,493
E01001331,1803,351,537,430,485
E01001332,1585,336,455,389,405
E01001333,2458,89,327,1570,472
E01001334,1664,79,390,897,298
E01001335,1807,193,84,1157,373
E01001336,1840,189,118,1103,430
E01001337,2130,450,417,590,673
E01001338,1868,103,174,1221,370
E01001339,2185,200,467,1019,499
E01001340,1562,368,419,313,462
E01001341,1793,260,162,646,725
E01001342,1891,199,134,739,819
E01001343,1440,241,90,467,642
E01001344,2282,418,187,398,1279
E01001345,1760,199,166,850,545
E01001346,1959,367,199,369,1024
E01001347,1970,316,183,512,959
E01001348,1676,366,207,258,845
E01001349,1411,308,299,347,457
E01001350,1442,522,134,220,566
E01001351,1974,629,281,212,852
E01001352,1585,547,122,214,702
E01001353,1415,460,181,121,653
E01001354,2056,681,224,279,872
E01001355,1961,774,237,149,801
E01001356,1498,240,512,203,543
E01001357,2753,785,673,300,995
E01001358,1989,495,481,248,765
E01001359,2468,16,129,1959,364
E01001360,2212,12,59,1872,269
E01001361,2276,63,180,1680,353
E01001362,2625,83,262,1869,411
E01001363,1990,28,164,1418,380
E01001364,1835,93,307,1139,296
E01001365,2580,61,134,1836,549
E01001366,2050,54,210,1402,384
E01001367,2706,56,168,2007,475
E01001368,1763,38,132,1281,312
E01001369,2063,50,137,1534,342
E01001370,2176,53,175,1543,405
E01001371,2308,77,268,1605,358
E01001372,2557,94,235,1762,466
E01001373,2079,50,187,1454,388
E01001374,1946,980,187,146,633
E01001375,1689,927,39,105,618
E01001376,1711,593,257,199,662
E01001377,1635,886,86,85,578
E01001379,1735,908,92,103,632
E01001380,2305,1107,104,186,908
E01001381,1882,723,222,143,794
E01001382,1477,812,48,146,471
E01001383,1768,782,152,255,579
E01001384,1753,757,150,189,657
E01001385,1677,851,83,152,591
E01001386,1805,984,54,149,618
E01001387,1529,703,105,143,578
E01001388,1440,474,283,204,479
E01001389,1826,606,188,236,796
E01032572,1607,708,135,139,625
E01032743,2282,319,547,690,726
E01032744,1611,234,208,728,441
E01034026,2517,660,238,389,1230
E01034027,2533,527,423,335,1248
E01034028,1235,342,157,229,507
E01034029,1523,385,155,335,648
E01034030,1858,530,128,270,930
E01034031,1315,189,39,474,613
E01001390,1813,679,158,229,747
E01001391,1779,489,230,123,937
E01001392,1862,698,150,271,743
E01001393,1971,719,201,167,884
E01001394,1998,320,276,185,1217
E01001395,1635,352,274,166,843
E01001396,1460,359,109,121,871
E01001397,2167,371,331,268,1197
E01001398,1338,690,154,88,406
E01001399,1482,548,168,160,606
E01001400,1566,767,121,157,521
E01001401,1380,546,186,109,539
E01001402,1857,732,136,201,788
E01001403,1703,542,199,308,654
E01001404,1480,457,184,193,646
E01001405,1797,965,169,74,589
E01001406,1655,679,275,106,595
E01001407,1590,776,206,117,491
E01001408,1667,1093,166,50,358
E01001409,2035,614,422,322,677
E01001410,2186,737,678,100,671
E01001411,1903,1195,209,76,423
E01001412,1754,964,266,86,438
E01001413,1632,1255,74,24,279
E01001414,1671,719,305,78,569
E01001415,2060,814,167,237,842
E01001416,1724,668,91,291,674
E01001417,1893,879,111,287,616
E01001418,1736,615,115,221,785
E01001419,1965,687,145,245,888
E01001420,1784,740,193,185,666
E01001421,1670,599,137,178,756
E01001422,1676,843,81,212,540
E01001423,1733,335,480,156,762
E01001424,1236,232,464,82,458
E01001425,2020,276,676,131,937
E01001426,1834,350,527,149,808
E01001427,1750,197,764,105,684
E01001428,1721,374,520,138,689
E01001429,2327,338,921,167,901
E01001430,2010,286,891,156,677
E01001431,1779,277,709,87,706
E01001432,1872,304,642,182,744
E01001433,1820,646,487,77,610
E01001434,1590,471,376,88,655
E01001435,1526,459,327,130,610
E01001436,1932,507,524,178,723
E01001437,2275,521,700,168,886
E01001438,1672,392,522,96,662
E01001439,2124,502,629,138,855
E01001440,1679,436,432,189,622
E01001441,1654,411,459,114,670
E01001442,1734,460,515,88,671
E01001444,1900,565,560,48,727
E01001445,2810,725,906,185,994
E01001446,1857,584,580,71,622
E01001447,1992,588,619,112,673
E01001448,1984,455,790,75,664
E01001449,1640,482,527,100,531
E01001450,2371,906,396,155,914
E01001451,1662,922,118,104,518
E01001452,1374,741,94,137,402
E01001453,1652,867,99,180,506
E01001454,1698,861,111,134,592
E01001455,1452,644,136,121,551
E01001456,1394,734,83,66,511
E01001457,1811,952,116,138,605
E01001458,1795,263,566,129,837
E01001459,1721,352,394,214,761
E01001460,2111,327,607,140,1037
E01001461,1577,346,508,85,638
E01001462,1463,210,634,131,488
E01001463,1562,296,308,191,767
E01001464,1314,365,257,116,576
E01001465,1565,274,278,229,784
E01001466,1992,326,496,141,1029
E01001467,2005,270,703,190,842
E01001468,1411,690,183,131,407
E01001469,1764,890,226,122,526
E01001470,1646,915,95,79,557
E01001471,1907,1002,181,129,595
E01001472,1652,963,113,76,500
E01001473,1594,721,219,103,551
E01001474,1901,1145,159,109,488
E01001475,1803,713,88,288,714
E01001476,1749,365,386,147,851
E01001477,1986,428,694,125,739
E01001478,1659,454,391,121,693
E01001479,1791,299,520,151,821
E01001480,1592,344,369,154,725
E01001481,1805,314,612,168,711
E01001482,1921,299,605,125,892
E01001483,1196,230,437,71,458
E01001484,1418,328,270,128,692
E01001485,1865,299,596,149,821
E01001486,2146,396,762,156,832
E01001487,1940,265,702,182,791
E01001488,1983,322,657,209,795
E01001489,1884,301,668,139,776
E01001491,1947,310,742,159,736
E01001492,2043,321,752,200,770
E01001493,1913,577,417,136,783
E01001494,1473,322,182,222,747
E01001495,1838,691,129,62,956
E01001496,1894,488,191,219,996
E01001497,1447,299,212,159,777
E01001498,1838,588,167,152,931
E01001499,1535,306,202,273,754
E01001500,1589,422,123,199,845
E01001501,2211,599,315,199,1098
E01001502,1958,328,677,112,841
E01001503,1886,433,480,212,761
E01001504,2132,304,604,269,955
E01001505,1955,350,389,116,1100
E01001507,2563,307,1230,107,919
E01001508,2445,413,912,140,980
E01001509,1775,310,506,137,822
E01001511,1937,663,373,176,725
E01001512,2274,895,345,118,916
E01001513,1988,686,462,170,670
E01001514,1763,701,338,77,647
E01001515,2048,476,589,106,877
E01001516,2112,684,407,154,867
E01001517,2049,523,709,99,718
E01001518,1694,681,283,118,612
E01001520,1863,572,136,219,936
E01001521,1880,732,129,198,821
E01001522,1817,587,262,212,756
E01001523,1848,827,118,191,712
E01001524,1562,478,220,202,662
E01001525,1964,708,159,172,925
E01001526,1595,662,64,163,706
E01001527,2052,747,214,213,878
E01001528,1680,420,391,194,675
E01001529,1797,436,263,221,877
E01001530,1725,495,264,189,777
E01001531,1438,678,61,129,570
E01001532,1660,822,80,107,651
E01001533,1666,594,243,203,626
E01001534,1688,502,122,267,797
E01001535,1405,433,81,221,670
E01001536,1973,1055,280,76,562
E01001537,1714,892,285,47,490
E01001538,1668,995,165,91,417
E01001539,1649,932,159,72,486
E01001540,1905,1051,167,97,590
E01001541,1529,1012,110,58,349
E01001542,1562,738,263,54,507
E01001543,1620,855,157,143,465
E01001544,1699,872,131,128,568
E01001545,1881,647,521,109,604
E01001546,1827,630,499,100,598
E01001547,2084,593,460,111,920
E01001548,1921,566,553,105,697
E01001549,2356,533,948,100,775
E01001550,1773,621,383,99,670
E01001551,1793,705,461,70,557
E01001552,1943,640,462,97,744
E01001553,1747,290,500,121,836
E01001554,1804,262,722,72,748
E01001555,2238,231,743,350,914
E01001556,1590,328,266,170,826
E01001557,1721,310,593,200,618
E01001558,2063,252,841,194,776
E01001559,2130,313,796,134,887
E01001560,1569,284,330,191,764
E01001562,2240,369,739,206,926
E01001563,1736,664,119,98,855
E01001564,1660,884,105,107,564
E01001565,1675,636,168,149,722
E01001566,1784,853,148,116,667
E01001567,1535,887,46,133,469
E01001568,1887,824,42,167,854
E01001569,1771,913,140,74,644
E01001570,1898,748,208,168,774
E01032574,2068,303,686,256,823
E01033146,1534,298,605,95,536
E01033148,2212,421,733,134,924
E01033150,1691,321,713,110,547
E01033151,1452,272,578,83,519
E01033926,2636,471,969,172,1024
E01033927,1650,357,154,207,932
E01033928,1296,303,90,176,727
E01001571,1804,576,525,259,444
E01001572,1735,667,461,166,441
E01001573,1580,537,476,245,322
E01001574,1920,701,716,142,361
E01001575,1815,554,864,92,305
E01001576,1992,709,800,120,363
E01001577,2015,692,833,120,370
E01001578,2299,723,799,198,579
E01001579,1738,645,660,149,284
E01001580,1632,978,79,108,467
E01001581,1589,864,194,93,438
E01001582,1530,772,228,122,408
E01001583,1561,995,87,89,390
E01001584,1503,1046,49,60,348
E01001585,1523,940,126,91,366
E01001586,1432,820,191,98,323
E01001587,1984,1151,175,116,542
E01001588,1693,757,314,236,386
E01001589,1860,767,407,137,549
E01001590,1712,772,239,196,505
E01001591,2109,821,685,125,478
E01001592,1939,983,233,177,546
E01001593,1791,1081,136,119,455
E01001594,2367,821,782,264,500
E01001595,2223,740,760,265,458
E01001596,1737,1168,119,114,336
E01001597,1556,834,162,162,398
E01001598,1609,866,165,153,425
E01001599,1673,1068,204,114,287
E01001600,1508,961,148,75,324
E01001601,1506,1079,115,98,214
E01001602,2125,1259,344,75,447
E01001603,1755,1115,307,68,265
E01001604,1549,1017,85,87,360
E01001605,1519,1123,73,68,255
E01001606,1631,1227,64,43,297
E01001607,1610,1153,117,47,293
E01001608,1445,1145,43,45,212
E01001609,1695,1032,168,60,435
E01001610,1761,1202,161,60,338
E01001611,1769,1129,151,156,333
E01001613,1751,1086,161,107,397
E01001614,1494,1168,46,73,207
E01001615,1978,992,296,144,546
E01001617,1632,1102,116,108,306
E01001618,1913,1254,180,117,362
E01001619,1968,1203,155,115,495
E01001620,1583,863,234,114,372
E01001621,1678,1046,173,80,379
E01001623,1808,828,340,116,524
E01001624,1631,1018,196,118,299
E01001625,1778,1047,257,101,373
E01001629,2139,685,827,217,410
E01001631,2104,526,962,277,339
E01001632,2036,422,396,722,496
E01001633,2041,660,663,203,515
E01001634,1733,588,672,181,292
E01001635,1639,663,359,256,361
E01001636,1685,465,378,365,477
E01001637,1795,572,478,307,438
E01001638,1764,537,705,84,438
E01001641,1864,966,309,89,500
E01001642,1733,1129,95,43,466
E01001644,2619,1173,398,254,794
E01001645,1847,770,409,148,520
E01001646,2816,1033,764,277,742
E01001647,1497,649,232,192,424
E01001648,1723,727,334,170,492
E01001649,1574,779,335,113,347
E01001650,1833,783,322,299,429
E01001651,1879,817,466,257,339
E01001652,1703,826,206,153,518
E01001653,1595,905,329,35,326
E01001654,1597,831,382,87,297
E01001655,1577,988,259,56,274
E01001656,1339,822,114,74,329
E01001657,1578,947,161,62,408
E01001658,1648,818,304,99,427
E01001659,1615,615,464,187,349
E01001660,1553,709,395,136,313
E01001661,1663,922,250,116,375
E01001664,2075,1029,347,85,614
E01001665,1891,922,273,111,585
E01001666,1990,522,605,255,608
E01001669,2495,866,788,341,500
E01001671,1666,804,363,163,336
E01001672,1931,328,467,597,539
E01001673,2399,336,500,864,699
E01001674,2203,467,595,620,521
E01001675,2365,354,466,960,585
E01001676,1803,511,637,258,397
E01001677,2166,536,800,404,426
E01001678,1774,776,426,252,320
E01001679,1360,687,320,69,284
E01001680,1506,902,161,116,327
E01001681,1408,612,435,99,262
E01001682,1376,723,288,96,269
E01001683,1550,669,269,268,344
E01001684,1442,701,322,138,281
E01001685,1559,741,345,161,312
E01001686,1796,708,559,123,406
E01001687,1652,533,689,91,339
E01001688,2672,576,1332,164,600
E01001690,1715,666,773,63,213
E01001692,1473,553,610,65,245
E01001693,1563,502,803,50,208
E01001694,1747,574,810,53,310
