LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,all,G1,G2,G3,G4,weighted_density_all,weighted_density_G1,weighted_density_G2,weighted_density_G3,weighted_density_G4,local_d_index,local_q_G1,local_q_G2,local_q_G3,local_q_G4,local_p_G1_G2,local_p_G1_G3,local_p_G1_G4,local_p_G2_G1,local_p_G2_G3,local_p_G2_G4,local_p_G3_G1,local_p_G3_G2,local_p_G3_G4,local_p_G4_G1,local_p_G4_G2,local_p_G4_G3
E01003284,Lewisham 013C,NA,539053,174814,51.4552,-2e-5,a584444a-2643-4f18-94bb-3af498901418,1393,762,246,263,122,1340.612243591132,659.7769009056449,264.7745076653001,291.1652834842523,124.89555153593479,2.1937479297718925e-5,1.3844391744813214e-4,3.266745917194614e-5,3.794032212357272e-5,1.5538258800875373e-5,5.5558810912094817e-5,6.10965046140962e-5,2.6207388289504074e-5,8.140222849615728e-5,3.592351127146096e-5,1.54094152285815e-5,8.597229673298791e-5,3.450146937409583e-5,1.6274527650996308e-5,8.208286132722499e-5,3.294060335522903e-5,3.622388045827925e-5
E01003285,Lewisham 016C,NA,540058,174320,51.4506,0.014245,0d953692-31b0-4f48-86ef-eae40a9f13ca,1285,640,293,257,95,1256.570506569957,598.3409719509484,271.50736175978,270.2123516720402,116.50982118718821,1.56878526657841e-5,1.1250370829934125e-4,4.25666654567204e-5,3.6707965407907865e-5,1.2041983012768169e-5,5.105046530400415e-5,5.08069696318279e-5,2.1906885122896784e-5,9.380732742200684e-5,4.236363500918259e-5,1.8266298743255754e-5,8.128377390818607e-5,3.688389069485159e-5,1.5827694253635317e-5,6.184209834551547e-5,2.8061900746546643e-5,2.7928053751340365e-5
E01003286,Lewisham 013D,NA,540152,174699,51.4539,0.015747,5be32a05-1fed-4052-84b9-31f761940b32,1241,440,303,347,151,1266.6870779788235,628.8734592976074,265.99491411469916,259.1554716505941,112.66323291592295,2.073302047395523e-5,8.06439117777485e-5,4.2781290740596883e-5,4.715517627110573e-5,1.8360670959132076e-5,3.4109994737501234e-5,3.323293531238205e-5,1.4447427668541435e-5,1.0114485982109656e-4,4.1681269044564415e-5,1.812019052767796e-5,1.1442798655388037e-4,4.8399661339998236e-5,2.049987435567544e-5,1.0248719446663962e-4,4.3349058680991775e-5,4.223443814883412e-5
E01003287,Lewisham 016D,NA,539491,174490,51.4522,0.006157,af095530-2395-48c4-8449-fc9658d3abde,1417,893,264,178,82,1303.37339070369,638.6961573670541,267.85614355225147,276.89005293238495,119.93103685199925,2.1652071848170993e-5,1.615481150529471e-4,3.647908618051717e-5,2.5116976635620254e-5,1.0315144629606809e-5,6.774998502355154e-5,7.00349698556757e-5,3.0334663386195312e-5,8.698345260545763e-5,3.770940613679842e-5,1.6333299550358914e-5,5.793677415261332e-5,2.4297501582522076e-5,1.087906560237816e-5,5.493359692825375e-5,2.3038030298027384e-5,2.381502751470145e-5
E01003288,Lewisham 041A,NA,538779,175378,51.4604,-0.00374,9f4ff775-0fb4-4079-b4ea-6d1f3c7b41c1,1644,615,346,495,188,1331.7744802407929,675.8520615592079,252.61122583941406,280.79575234081574,122.51544050135517,3.147692361178902e-5,1.1521819125949352e-4,4.412709307160145e-5,6.932244940686311e-5,2.3643769551175375e-5,4.306476252497301e-5,4.7869616056831734e-5,2.088623865903472e-5,1.1806041763961718e-4,4.9050473732827475e-5,2.1401464751801348e-5,1.6685337991543422e-4,6.23642942490231e-5,3.024643483711349e-5,1.3043001215847522e-4,4.875043982493748e-5,5.418965994920227e-5
E01003290,Lewisham 041E,NA,538589,174664,51.454,-0.00675,8c9ec0fa-de52-4be3-8b9b-ef9627e59e38,1473,594,274,448,157,1314.4844523290583,616.0974165551185,260.1160771501355,307.5433835365938,130.7275750872104,1.5544666594906825e-5,1.0277923058431382e-4,3.645604629081638e-5,6.962060672315982e-5,2.1345686923207992e-5,4.339334909337209e-5,5.1305315493657435e-5,2.1808368648490432e-5,8.634789584582999e-5,4.3103125148904386e-5,1.832186069035154e-5,1.394700007780689e-4,5.8884177254575486e-5,2.9593655985566264e-5,1.0059868822021343e-4,4.2472724999570635e-5,5.021683279825837e-5
E01003291,Lewisham 041D,NA,538006,174664,51.4541,-0.01513,16e540e2-ee08-4ac9-b918-548d52838683,1104,370,221,329,184,1274.6148430356416,582.2694925572629,256.00704097449733,305.64193333380246,130.69637617007888,1.0154091980799496e-5,6.239815835416509e-5,2.9845061224182445e-5,5.240089681723262e-5,2.579295667683962e-5,2.7434663994416516e-5,3.275372314643498e-5,1.4005908399492682e-5,6.788043246074738e-5,3.563145051910318e-5,1.5236461207187476e-5,9.982741329538998e-5,4.3891223930777455e-5,2.2407289626043933e-5,1.1491100393044515e-4,5.052304210966196e-5,6.031849830974171e-5
E01003292,Lewisham 017A,NA,538762,174334,51.451,-0.00439,e49ab17f-36e4-4e03-ad7d-a0f6d8a8a231,1357,652,255,324,126,1294.23437011779,591.4642661910175,261.72876625014516,309.74316768600994,131.2981699906173,1.239483800050417e-5,1.099988542296016e-4,3.467256505152645e-5,5.1504203117128416e-5,1.74749129271576e-5,4.8675576957248176e-5,5.760515976785124e-5,2.44184629350829e-5,7.8354334294158e-5,4.103328145670763e-5,1.739374851824692e-5,9.834888669217087e-5,4.352035151977221e-5,2.1832305992812523e-5,7.871995894498606e-5,3.483435756248934e-5,4.122475496407755e-5
E01003293,Lewisham 017B,NA,538497,174414,51.4518,-0.00817,808ee55f-84c6-487f-b7fb-227f90847e8a,1167,517,249,288,113,1276.8939696631348,567.9853522697239,260.34451961684255,315.04504696850773,133.5190508080606,9.423586440589574e-6,8.489807170178646e-5,3.413502405837981e-5,4.719751827218137e-5,1.615346053672151e-5,3.8914291724730493e-05,4.7090504851828675e-5,1.9957398379657878e-5,7.447129554740998e-5,4.130707369438973e-5,1.7506325918797384e-5,8.509100301697927e-5,3.900272465767885e-5,2.000275167261298e-5,6.871625373156829e-5,3.149711519165847e-5,3.811491845318103e-5
E01003295,Lewisham 017D,NA,539140,174017,51.4481,9.23e-4,552893cd-0b1e-4b09-a757-67fa8e91ac06,1348,601,271,291,185,1275.0958095922756,585.0393063435741,266.73184875260716,295.3912485944806,127.93340590161375,1.1274825095929044e-5,1.0179857112444039e-4,3.811611333655611e-5,4.477717086772202e-5,2.5375324408037217e-5,4.641213125678388e-5,5.1398951666203325e-5,2.2260791332572617e-5,8.360240672876855e-5,4.221155577299237e-5,1.8281747086754233e-5,8.868375454292069e-5,4.043280775679026e-5,1.9392910260555472e-5,1.1604132701147758e-4,5.29057062489067e-5,5.85902384725424e-5
E01003297,Lewisham 003A,NA,535580,177918,51.484,-0.04878,b78f1338-f7f1-4449-9d58-ad5a10ca6045,1271,437,209,454,171,1377.2816450025905,543.7899313930358,257.0416346666587,404.44023017672527,172.00984876617065,1.994057702396025e-5,6.369639046852097e-5,2.6226133224390544e-5,8.855157648272417e-5,2.9196137206354923e-5,3.0108362408352033e-5,4.7373776775384244e-5,2.014823346098747e-5,5.548325743139165e-5,4.126531241397296e-5,1.7550282138141137e-5,1.1906198272917725e-4,5.6278877008558656e-5,3.7661296137982305e-5,9.230032793045431e-5,4.362902989162715e-5,6.864776951267077e-5
E01003298,Lewisham 039A,NA,536183,177662,51.4815,-0.0402,196eda42-775d-43d2-a85c-cef3e164b98f,894,288,196,283,127,1352.423834069599,556.6390597047235,252.5049773240259,382.89122470496585,160.38857233588388,1.069130522095441e-5,4.376010273088742e-5,2.460483522219949e-5,5.321791898667555e-5,2.0590318189460228e-5,1.985064388694031e-5,3.010094070066284e-5,1.260892544264099e-5,5.4240563839260243e-5,3.7310058564914616e-05,1.5628739027920745e-5,7.736707052247322e-5,3.509557952736251e-5,2.2292352235381273e-5,7.146004973471507e-5,3.241601163851074e-5,4.915469995030002e-5
E01003299,Lewisham 003B,NA,535843,177102,51.4766,-0.04531,cc1c261a-68e9-495c-9d5e-20d5ae261ca2,1306,513,265,380,148,1377.6131891120951,576.8074558495417,264.8205466212898,379.4533760413975,156.53181059986602,1.1983822310476538e-5,7.929502159606629e-5,3.4251336439355434e-5,6.952221189669786e-5,2.2989830184755267e-5,3.640547768663857e-5,5.216431123205077e-5,2.1518780966009933e-5,7.460307171438723e-5,4.907770719327676e-5,2.0245497476389737e-5,1.056807837303103e-4,4.8519558183601656e-5,2.8679248603945512e-5,8.471572269217103e-5,3.889419903166142e-5,5.573032500418339e-5
E01003300,Lewisham 039B,NA,536403,177498,51.48,-0.0371,6870d3a9-0d26-4734-b46f-44be0c73c175,1051,318,223,338,172,1341.0957796411212,571.880650168586,251.69641680462794,365.604815289846,151.9138973780613,1.0233169144485338e-5,5.0060791238545216e-5,2.814034141690887e-5,6.120369846649741e-5,2.663574743012556e-5,2.2032782143322953e-5,3.200399651332221e-5,1.3298106695225714e-5,6.393780630559988e-5,4.0875609023501204e-5,1.698438536576457e-5,9.573509266827953e-5,4.2134980052151786e-5,2.5430989908123133e-5,1.0027040857333867e-4,4.413106570751346e-5,6.410313794440498e-5
E01003301,Lewisham 003C,NA,536044,177308,51.4784,-0.04234,3bc16546-6fc7-46c5-b924-42f6a7b190f4,1836,829,320,487,200,1363.7160995864483,561.357936105731,259.1071179903291,384.44554116412957,158.80550432625876,2.0594860005535955e-5,1.2597820407903623e-4,4.088016278954743e-5,9.119030685539157e-5,3.1839798496229394e-5,5.814801446464017e-5,8.627607401087527e-5,3.563863792801103e-5,8.856724581400027e-5,6.065520865811129e-5,2.505525482698605e-5,1.3315384617072832e-4,6.146009009860475e-5,3.7668593127613416e-5,1.125497736724877e-4,5.1949826681081066e-5,7.707962400529798e-5
E01003302,Lewisham 003D,NA,535374,177498,51.4803,-0.05191,75e252d0-f60c-41d9-98de-098cc1997bb7,1325,427,249,463,186,1398.0794475827108,536.446846621219,265.7583413020711,419.3598122082422,176.51444745117874,2.3038790978968357e-5,6.048500257845539e-5,3.1824505365430275e-5,9.224541817828045e-5,3.2104069105357155e-5,2.996456044088148e-5,4.728330398897117e-5,1.9902208161841893e-5,6.423939683293054e-5,5.02182491367131e-5,2.113756788390303e-5,1.1800072934127865e-4,5.845812739825026e-5,3.8827394866241e-5,9.756780186529452e-5,4.833555710416614e-5,7.627226318042162e-5
E01003303,Lewisham 039C,NA,536565,177242,51.4777,-0.03486,80ca797d-1917-4736-b161-cb2b2763692a,1209,418,270,390,131,1337.6965823935038,596.2882592328752,250.79704924520013,346.4574857334719,144.1537881819565,1.3300821061508692e-5,6.878597629599644e-5,3.40357896762184e-5,6.709123620632215e-5,1.929916276825378e-5,2.8931174842650782e-5,3.9966268046082675e-5,1.662913683663464e-5,8.092257001718673e-5,4.701791409294886e-5,1.9563180788440275e-5,1.1547078096048326e-4,4.8566663338608626e-5,2.7915274604261194e-5,7.983046659313797e-5,3.3576454259193126e-5,4.6383376349503075e-5
E01003304,Lewisham 039D,NA,537108,177194,51.4771,-0.02707,875725df-4d2f-44d6-a987-938bcdecb5bc,1732,793,335,421,183,1329.5486657374488,635.7505025126304,240.47646060584003,316.8672918803379,136.45441073864055,2.3561625910486377e-5,1.399847235879088e-4,4.0739941578436216e-5,6.664447095539638e-5,2.5676342534912587e-5,5.2950065684986814e-5,6.977042108910813e-5,3.0045643525417553e-5,1.0770467207299305e-4,5.36815741831854e-5,2.3117209508185644e-5,1.337129359365435e-4,5.057772419235578e-5,2.8699497380251224e-5,1.1962784919076726e-4,4.52499552097694e-5,5.962425897696371e-5
E01003305,Lewisham 003E,NA,535633,177336,51.4787,-0.04824,200ded72-929f-45e0-a745-8bad67cedb23,1445,598,278,396,173,1391.4894073748228,552.5507757595648,264.99960652956275,404.947287231414,168.99173785428118,2.0724377934380084e-5,8.766342924013018e-5,3.5597326544865277e-5,7.654602281555662e-5,2.8723039920526885e-5,4.204278642760468e-5,6.424580222766837e-5,2.681092110166849e-5,7.422399849917359e-5,5.439646120918254e-5,2.2700615123788968e-5,1.044470863781207e-4,5.009211462116407e-5,3.194402291190576e-5,9.391546706233252e-5,4.5041221387023674e-5,6.882772639977503e-5
E01003307,Lewisham 024A,NA,536029,172749,51.4374,-0.0443,23f4a100-39e8-433d-baef-6a6752c4b8ca,1210,625,239,253,93,1233.918330492177,601.3033430577597,264.5730499152262,257.2918602171031,110.75007730208796,1.775953864074469e-5,1.1243776466265024e-4,3.445595970826085e-5,3.50403961491697e-5,1.1411409801990686e-5,4.9472537723094455e-5,4.811102742518307e-5,2.0709166632500053e-5,7.83091239545346e-5,3.350771354733433e-5,1.4423238506076978e-5,8.189107626174097e-5,3.6032016215363026e-5,1.508297456025919e-5,6.195678621715711e-5,2.7260942553656022e-5,2.6510707054815886e-5
E01003308,Lewisham 024B,NA,536601,173125,51.4407,-0.03593,9f233557-bf51-4147-86c4-0189739f90bd,1332,657,292,252,131,1253.8476490185974,591.1905436623317,271.87735352799643,271.70437907254836,119.07537275572092,1.4883722612694758e-5,1.1435971423709607e-4,4.257144360498288e-5,3.627114488244095e-5,1.700776343860472e-5,5.2591870405082494e-5,5.255841028041132e-5,2.303390293874145e-5,9.25705453680918e-5,4.254435870004448e-5,1.8645210607769467e-5,7.892091373536489e-5,3.629423608750704e-5,1.5895953211708048e-5,8.444087707687628e-5,3.8832762863603203e-5,3.8808056591003766e-5
E01003309,Lewisham 027A,NA,535686,172417,51.4345,-0.04936,9f1f2d16-da51-4264-92b3-3f91f8f110cf,1156,449,245,311,151,1236.8151285203608,598.1405242492331,265.1649115681278,260.330857447719,113.1788352552807,1.6019602675183522e-5,8.01622248723429e-5,3.531706562899798e-5,4.348005695400332e-5,1.8890180594896266e-5,3.5537149562068705e-5,3.48892942208315e-5,1.5168119989715435e-5,7.966577487702767e-5,3.467322249901906e-5,1.5074182812824117e-5,9.990050474933405e-5,4.4287433192589714e-5,1.8902953922301084e-5,9.983299879971819e-5,4.42575067648783e-5,4.345067609610479e-5
E01003310,Lewisham 027B,NA,535548,172811,51.4381,-0.0512,e2ea7908-1a70-4c21-b54a-19c864147803,1251,637,234,224,156,1239.4773035921241,623.2533123080572,261.03486769374314,248.75262670957193,106.43649688075179,2.2664287010056968e-5,1.1824708191133513e-4,3.31347015280433e-5,2.9859736457363016e-5,1.831366742525551e-5,4.952498570379044e-5,4.7194730690252386e-5,2.019372366976367e-5,7.911323365398373e-5,3.157564394810541e-5,1.3510614834689215e-5,7.481400256096688e-5,3.1334070552823094e-5,1.2776410799532248e-5,1.0723815812997514e-4,4.491415908487404e-5,4.280085318687026e-5
E01003311,Lewisham 027C,NA,536410,172491,51.435,-0.03893,447db837-1740-47fd-9235-9568def58b4a,1170,594,262,212,102,1238.6054056612327,567.310450806714,272.01709717908795,277.8160157881938,121.46184188723697,9.57957048961075e-6,1.0043827405786015e-4,3.868759957196324e-5,3.1584137659268426e-5,1.3674321753571094e-5,4.815868933147014e-5,4.9185346562396135e-5,2.150395386810739e-5,8.068566197274825e-5,3.951235008737585e-5,1.7274896140490794e-5,6.44959626355074e-5,3.092487457429017e-5,1.3808662267475422e-5,6.386849991700668e-5,3.062401534098685e-5,3.12768646445344e-5
E01003312,Lewisham 027D,NA,536166,172151,51.432,-0.04256,8f4247c3-41df-4804-a835-8d85037e8295,1317,693,294,250,80,1236.237482622492,567.0641736225713,272.00145268388883,276.53566916622793,120.63618714980426,1.0981036364200573e-5,1.1735146632343201e-4,4.349345506177347e-5,3.7144807653638706e-5,1.0672456991513605e-5,5.628951854010662e-5,5.7227854935846766e-5,2.4965134657087427e-5,9.067444276210619e-5,4.421848332492822e-5,1.9289913832634795e-5,7.616916009420308e-5,3.653576289784193e-5,1.6204086732313252e-5,5.016710281882375e-5,2.406345785608441e-5,2.44645914756167e-5
E01003313,Lewisham 027E,NA,535695,172075,51.4314,-0.04936,cd171f98-6156-41c9-bf10-8d4ae4d1953f,1065,420,276,243,126,1238.9266757688786,579.281986413189,270.49158514991944,270.50179685455964,118.65130735121065,1.0972056008078627e-5,7.249677596116821e-5,4.0515807514809185e-5,3.5240306679895286e-5,1.6496666707638786e-5,3.385185161619673e-5,3.385312960460453e-5,1.4849136428014058e-5,8.67682351201603e-5,4.0517337083499356e-5,1.7772284957987523e-5,7.546742791625789e-5,3.52389763242103e-5,1.5457599571049565e-5,8.054038402889804e-5,3.760775693967596e-5,3.76091767224978e-5
E01003314,Lewisham 024C,NA,536341,172954,51.4392,-0.03974,41d56f87-ada6-400b-b6c8-5d29a4567419,1162,677,234,191,60,1242.9799492633235,594.9398424046935,268.62562823464333,264.66791432680054,114.74656429718623,1.4822193266387734e-5,1.1962517411814237e-4,3.40021548389739e-5,2.701340902452906e-5,7.572260559322088e-6,5.401283501249517e-5,5.321705335258503e-5,2.307221126429846e-5,7.53064284084204e-5,3.350119444294913e-5,1.4524416274478262e-5,6.07227111331018e-5,2.7417354266121943e-5,1.1711642053036861e-5,3.926077901681306e-5,1.7726920734952124e-5,1.746574654544157e-5
E01003315,Lewisham 024D,NA,535759,173013,51.4398,-0.04809,01acf267-38eb-452a-a1c2-71139ec36d75,1020,551,214,186,69,1240.5329348597654,638.5136320923198,259.4355509739092,241.10399201740995,101.47975977612646,2.1162781678731527e-5,1.0469801719752188e-4,3.0091388290540268e-5,2.4011423177961502e-5,7.716475002285818e-6,4.254002798422262e-5,3.9534175362727694e-5,1.663978512005378e-5,7.405986403931761e-5,2.796514901276902e-5,1.1770425616654483e-5,6.358924585520271e-5,2.5837053753105482e-5,1.0106317342960035e-5,4.855228758452604e-5,1.9727361872070384e-5,1.833343842612591e-5
E01003316,Lewisham 024E,NA,536063,173028,51.4399,-0.04371,d08002e9-163c-4a62-b69a-15199a6f0084,1125,642,229,186,68,1239.4749431481703,625.2008935350277,262.3472996082758,247.2213675134921,104.70538249137478,2.0773473098636316e-5,1.195478719295468e-4,3.258979218646503e-5,2.4641665180672198e-5,7.853059716200391e-6,5.0164773753439056e-5,4.727246663810875e-5,2.0021253625594485e-5,7.766486342921008e-5,3.0710790632678754e-5,1.3006905965082763e-5,6.231658389441785e-5,2.6149334837118467e-5,1.0436456217021227e-5,4.689099867389206e-5,1.9676438414017725e-5,1.8541970966622518e-5
E01003318,Lewisham 020B,NA,537568,173406,51.443,-0.02192,a9d05c77-b759-4ee3-a344-ce8b674d4246,1501,470,300,438,293,1280.733033779826,532.2094759838072,281.0442614260073,321.7645170791473,145.71477929086421,5.744813662034769e-6,7.210192048760458e-5,4.4263385442351064e-5,7.30907645151936e-5,4.55733908429751e-5,3.807491580900012e-5,4.3591556845709066e-5,1.9740940183143982e-5,8.382093643191173e-5,5.067666839693132e-5,2.2949514811910627e-5,1.2089461521426415e-4,6.384091110077862e-5,3.309999721601431e-5,1.6645250795686237e-4,8.789870205668098e-5,1.0063426762619742e-4
E01003319,Lewisham 018A,NA,538020,173595,51.4445,-0.01535,ecf6a3c7-44a2-4b78-aac2-b8cf211beb40,1323,428,279,442,174,1270.105152253363,518.7311533096441,277.11338122697896,329.2398318842964,145.02078583244366,7.5240543838158154e-6,6.453144730110701e-5,4.092882576995512e-5,7.610335765527595e-5,2.7160549732834555e-5,3.447359473782332e-5,4.095825501342951e-5,1.8040946912099553e-5,7.661505518518537e-5,4.862774816595452e-5,2.141914060619241e-5,1.199040294162553e-4,6.405439658343324e-5,3.352136546933415e-5,9.715175108563822e-5,5.1899813735290656e-5,6.166243533017021e-5
E01003320,Lewisham 018B,NA,538405,173677,51.4452,-0.00978,7ea93bc3-7e2f-4cfe-967a-8e1d116c29d2,1164,430,256,366,112,1260.8579424434115,528.2550052362129,271.41164790215726,322.12010568039415,139.07118362464735,5.531395809690853e-6,6.650754254442501e-5,3.7051820451420346e-5,6.210715206870089e-5,1.6888370432713687e-5,3.4170848436795456e-5,4.0555066058245605e-5,1.7509124513612313e-5,7.211484753090697e-5,4.397429665128108e-5,1.8985333037307667e-5,1.0185149378353363e-4,5.233018427667168e-5,2.6813958512481353e-5,6.414963890321814e-5,3.29593833176561e-5,3.911726014526592e-5
E01003321,Lewisham 020C,NA,536940,173290,51.4421,-0.031,33babea2-8434-4977-859a-ff5eb179ffd2,1343,593,280,335,135,1269.23911651794,579.6011181363092,275.8572021373062,286.0347796200689,127.74601662425563,1.0588020457247271e-5,9.996902191609465e-5,4.091722502072148e-5,5.014516416211817e-5,1.8575324889157936e-5,4.757957468206847e-5,4.9334993080325905e-5,2.2033505347035293e-5,8.597081819615066e-5,4.242684023033543e-5,1.894825463035684e-5,1.0161069662961105e-4,4.836091857378901e-5,2.2395335920997654e-5,8.4278785045552e-5,4.011191337406943e-5,4.159181711841052e-5
E01003322,Lewisham 020D,NA,537673,174278,51.4508,-0.02007,cc604863-9867-4655-895f-54d18fa3079e,1264,534,291,310,129,1257.2369540491966,558.7521990702867,261.44710407075735,305.2349035050191,131.80274740313345,8.99287679864054e-6,8.761295891085929e-5,4.068805679584485e-5,4.999051431263983e-5,1.8488248373620194e-5,4.099519326175036e-5,4.7861168338026225e-5,2.0666815650628864e-5,8.69565616011651e-5,4.7502591906794574e-5,2.051197962680708e-5,9.151086420358492e-5,4.28190716329154e-5,2.1586283399576064e-5,7.837734523182135e-5,3.667373474271731e-5,4.2815941393378143e-5
E01003323,Lewisham 018C,NA,538277,174054,51.4486,-0.01147,d4b7b015-44de-484a-ad03-764f4304d468,1184,515,216,327,126,1267.4306701163125,549.2036063704815,263.75638966047137,318.9838890611031,135.4867850242566,7.843132424732395e-6,8.238371656686878e-5,3.0223154448477853e-5,5.4663966852092706e-5,1.841373978401359e-5,3.9564983544246395e-5,4.784942779141204e-5,2.0323801166857318e-5,6.293180400430581e-5,3.6551529076054367e-05,1.552507613099736e-5,9.411650168932186e-5,4.519968260423903e-5,2.3218241984766403e-5,7.464117105101677e-5,3.584660691970287e-5,4.3352466643977326e-5
E01003324,Lewisham 020E,NA,537684,173982,51.4481,-0.02003,de1726a4-0ccd-4bc6-b49a-b8e55d153aa4,1189,331,293,383,182,1261.0234134770008,543.6286976822616,267.61017146496334,313.2486968605585,136.53584746921726,6.4302845888159406e-6,5.2678354604529774e-5,4.1807514453417266e-5,6.31936953293513e-5,2.6939756087542382e-5,2.593178683964524e-5,3.035422155412416e-5,1.3230507918140215e-5,8.492862775441693e-5,4.893741276656416e-5,2.1330371656767242e-5,1.0966975006736383e-4,5.3986739009868404e-5,2.754426381650778e-5,1.0726285286397254e-4,5.280190425768511e-5,6.180679758893745e-5
E01003325,Lewisham 018D,NA,538035,173945,51.4477,-0.015,fac0856f-cb8c-43af-8e0f-e34aa1e9d380,1293,454,311,412,116,1262.9570095565189,532.3971043803199,268.4463088740853,323.0382925077563,139.07530379435744,6.367566080420982e-6,7.065256823181925e-5,4.444639282740896e-5,6.999572395388441e-5,1.74629725001069e-5,3.5624576088523575e-5,4.2869288384766634e-5,1.845619991139653e-5,8.814846790298742e-5,5.3485134168224836e-5,2.3026562037530692e-5,1.1535945309380774e-4,5.816676898123e-5,3.01347450100168e-5,6.685037342558928e-5,3.370742598955624e-5,4.056226134070333e-5
E01003326,Lewisham 035A,NA,536084,171339,51.4247,-0.04405,1326b0e7-858f-4b40-ae79-d49f46b06d6d,1321,575,318,283,145,1265.321556681659,580.2036318831427,283.47059729696525,280.347479068751,121.29984843280016,1.0967786366664586e-5,9.733574648317569e-5,4.790065962153508e-5,4.1647701592917724e-5,1.900317136421071e-5,4.755541102763899e-5,4.703147248711004e-5,2.0349426730028898e-5,9.804239644966661e-5,4.7372917327858036e-5,2.0497161989031303e-5,8.619356166163463e-5,4.211166401712119e-5,1.8019994000218982e-5,9.089631343538742e-5,4.440929157577384e-5,4.392001519457272e-5
E01003327,Lewisham 035B,NA,535668,171337,51.4248,-0.05003,b0f7c9ac-c678-409b-ab63-2f90128d8273,1256,647,291,222,96,1260.0550921869383,587.6393985743427,279.15295697286666,273.8078501116923,119.45488652803672,1.2603760347568406e-5,1.1139113666919089e-4,4.334639157185586e-5,3.204189487481462e-5,1.2441832508034494e-5,5.291538528085856e-5,5.190218308521105e-5,2.264350488297603e-5,9.12476362416938e-5,4.251641256138671e-5,1.8548749555675238e-5,6.876749452485593e-5,3.266739685392345e-5,1.3979003578067299e-5,6.120562485711366e-5,2.90751968021316e-5,2.8518476803166398e-5
E01003328,Lewisham 035C,NA,535182,171368,51.4252,-0.05701,6e8e608b-c13c-467d-8a97-f9769d4e8e4a,1403,673,304,272,154,1263.49863689065,595.0061352760065,274.4465510368596,274.62952796896116,119.41642260882278,1.5496269423143157e-5,1.1700022947876643e-4,4.439804483291693e-5,3.926903346461325e-5,1.9897968137454827e-5,5.396635017229443e-5,5.400233020976963e-5,2.348168870945258e-5,9.625593387871293e-5,4.442764556210862e-5,1.9318354210474306e-5,8.507940136883045e-5,3.9242869754821775e-5,1.7075248718995196e-5,9.914392729796436e-5,4.5730131657472174e-5,4.576062050553265e-5
E01003329,Lewisham 033A,NA,535218,172000,51.4309,-0.05625,32138a8e-61a3-4893-9a96-2024a90da47b,1201,624,259,242,76,1243.8025590705413,587.6587727503143,268.4428942725108,269.2855545738832,118.41533747383322,1.3677636920560516e-5,1.0883870121361947e-4,3.758438885993478e-5,3.480052792015002e-5,9.891652126195667e-6,4.971758666327069e-5,4.9873653511956384e-5,2.1931386260271835e-5,8.227744635169357e-5,3.7702368784601583e-5,1.6579198725517184e-5,7.594479236355533e-5,3.469162856462567e-5,1.5303146373570046e-5,4.90892165910323e-5,2.242398478558205e-5,2.2494375182126525e-5
E01003330,Lewisham 033B,NA,534227,171763,51.429,-0.07059,5333273c-7271-41c0-885b-b3cbd23d1254,1094,415,270,297,112,1221.265827100392,577.256836681015,259.05002816112125,267.2886962300644,117.67026602819152,1.2507887143668105e-5,7.241557108645073e-5,3.850742383549e-5,4.3175332635129625e-5,1.4752760232743538e-5,3.2497243059270814e-5,3.3530765427987085e-5,1.4761470064727461e-5,8.580842021057229e-5,3.973209030405873e-5,1.7491520224673268e-5,9.3244706159041e-5,4.184453473995463e-5,1.900736151093515e-5,7.237284312951845e-5,3.247806844280336e-5,3.351098099378849e-5
E01003331,Lewisham 033C,NA,534815,171660,51.4279,-0.06217,ee94dc70-f974-4f5e-a910-4469e791de63,1134,475,226,283,150,1243.8805315755892,585.6936072447751,266.30699231334614,272.52508829806595,119.354843719402,1.2510194528368212e-5,8.256774162229004e-5,3.2532661948528536e-5,4.118348640956673e-5,1.9676659402397647e-5,3.7542439701494115e-5,3.841903138065577e-5,1.6825964592565228e-5,7.154965014019873e-5,3.329227855820572e-5,1.4580656515672585e-5,8.85089327546747e-5,4.0243819265233915e-5,1.8036682842417177e-5,9.655656414758229e-5,4.3902968835900165e-5,4.4928074755441984e-5
E01003332,Lewisham 033D,NA,534578,171599,51.4274,-0.0656,f97c0d1c-30b4-4385-925d-ee71be5e7b51,1172,514,246,294,118,1244.245524952806,587.1432416741976,265.2015064434948,273.23230632947156,118.66847050564209,1.3196092015607565e-5,8.954185371794713e-5,3.525431401390671e-5,4.28827024139784e-5,1.5385442658392813e-5,4.0444363164311944e-5,4.166909446936418e-5,1.809744892345183e-5,7.805133722924605e-5,3.6321880879419205e-5,1.5775082045573928e-5,9.214975068406623e-5,4.1622300939925454e-5,1.862453519855433e-5,7.612349462793274e-5,3.438354394322278e-5,3.54247422549584e-5
